TIRF Data File: Project 1320; Run 115
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
sec	kph	rpm	deg	deg	cm	cm	kPa	N	N	N	N-m	N-m	none	none	deg C	deg C	deg C	deg C	deg F	none	SAE
146.700	41.34	378.85	-0.021	0.021	25.180	28.952	96.23	-2529.07	21.22	-1107.25	44.18	-44.94	2.28	-0.02	37.71	57.64	75.90	70.53	79.94	-0.130	-0.108
146.720	41.36	376.47	-0.014	0.036	25.175	29.145	96.29	-2596.24	-3.98	-1144.75	36.61	-53.61	2.27	0.00	37.54	57.77	76.01	70.68	79.89	-0.136	-0.114
146.740	41.32	374.59	-0.015	0.024	25.175	29.264	96.16	-2601.05	16.24	-1143.34	36.49	-56.42	2.27	-0.01	37.40	57.87	76.14	70.91	79.92	-0.140	-0.117
146.760	41.27	373.11	-0.021	0.024	25.175	29.348	96.23	-2570.50	46.99	-1129.22	51.97	-54.98	2.28	-0.04	37.30	58.00	76.28	71.05	79.90	-0.142	-0.120
146.780	41.24	371.74	-0.011	0.027	25.175	29.436	96.23	-2537.31	32.56	-1106.62	57.78	-45.86	2.29	-0.03	37.04	58.15	76.36	71.15	79.90	-0.145	-0.123
146.800	41.20	370.22	-0.021	0.024	25.173	29.524	96.23	-2497.29	10.76	-1061.87	40.91	-31.30	2.35	-0.01	37.10	58.27	76.46	71.21	79.92	-0.147	-0.125
146.820	41.15	368.50	-0.019	0.025	25.161	29.628	96.23	-2488.65	22.90	-1040.16	29.44	-33.31	2.39	-0.02	37.12	58.30	76.53	71.29	79.90	-0.151	-0.128
146.840	41.08	366.93	-0.021	0.027	25.161	29.707	96.23	-2508.39	32.00	-1064.96	35.88	-43.54	2.36	-0.03	36.95	58.40	76.64	71.34	79.93	-0.153	-0.131
146.860	41.01	365.41	-0.014	0.028	25.155	29.780	96.29	-2546.28	12.76	-1117.17	41.11	-45.53	2.28	-0.01	36.89	58.57	76.82	71.46	79.89	-0.155	-0.133
146.880	40.92	364.12	-0.014	0.030	25.155	29.817	96.29	-2595.79	7.76	-1158.36	33.67	-51.68	2.24	-0.01	36.61	58.72	77.01	71.66	79.93	-0.156	-0.134
146.900	40.84	363.38	-0.015	0.028	25.157	29.821	96.23	-2607.52	24.33	-1174.26	32.93	-60.53	2.22	-0.02	36.81	58.93	77.20	71.87	79.90	-0.156	-0.134
146.920	40.75	363.10	-0.019	0.027	25.155	29.775	96.23	-2546.58	35.58	-1177.12	46.42	-57.62	2.16	-0.03	36.85	59.13	77.37	72.07	79.92	-0.155	-0.132
146.940	40.63	362.75	-0.018	0.027	25.159	29.718	96.23	-2466.76	19.71	-1166.61	54.27	-42.95	2.11	-0.02	36.89	59.29	77.53	72.21	79.92	-0.153	-0.131
146.960	40.53	362.24	-0.014	0.027	25.161	29.685	96.16	-2431.83	16.06	-1114.01	44.69	-27.42	2.18	-0.01	36.83	59.41	77.68	72.31	79.90	-0.152	-0.130
146.980	40.46	361.58	-0.015	0.028	25.161	29.685	96.29	-2412.58	34.45	-1075.12	34.03	-26.64	2.24	-0.03	36.85	59.52	77.79	72.34	79.92	-0.152	-0.130
147.000	40.41	360.52	-0.015	0.030	25.164	29.741	96.29	-2389.25	32.90	-1086.02	32.66	-36.11	2.20	-0.03	36.87	59.66	77.94	72.43	79.90	-0.154	-0.132
147.020	40.39	359.35	-0.015	0.034	25.163	29.821	96.29	-2425.57	5.26	-1123.64	35.14	-44.03	2.16	0.00	36.89	59.80	78.12	72.52	79.94	-0.156	-0.134
147.040	40.39	358.30	-0.021	0.024	25.166	29.905	96.29	-2503.71	1.43	-1160.49	36.43	-49.67	2.16	0.00	36.65	59.98	78.30	72.73	79.90	-0.158	-0.136
147.060	40.34	357.59	-0.012	0.030	25.166	29.933	96.29	-2556.68	22.15	-1167.19	34.19	-53.60	2.19	-0.02	36.89	60.18	78.52	72.91	79.92	-0.159	-0.137
147.080	40.32	357.47	-0.025	0.030	25.172	29.929	96.36	-2544.99	36.80	-1153.04	39.81	-56.42	2.21	-0.03	36.85	60.30	78.69	73.13	79.90	-0.159	-0.137
147.100	40.34	357.71	-0.009	0.028	25.180	29.920	96.29	-2505.63	28.14	-1138.56	54.88	-54.32	2.20	-0.02	37.08	60.46	78.79	73.24	79.91	-0.158	-0.137
147.120	40.32	357.79	-0.012	-0.004	25.187	29.903	96.23	-2434.92	11.30	-1108.81	56.94	-35.64	2.20	-0.01	37.06	60.55	78.87	73.30	79.92	-0.158	-0.136
147.140	40.33	357.55	-0.021	0.028	25.178	29.926	96.29	-2373.97	16.55	-1061.67	39.69	-24.19	2.24	-0.02	37.20	60.61	78.93	73.31	79.89	-0.159	-0.137
147.160	40.37	356.85	-0.018	0.025	25.183	30.016	96.29	-2378.70	32.96	-1041.05	29.87	-36.78	2.28	-0.03	37.40	60.69	78.98	73.31	79.93	-0.161	-0.139
147.180	40.43	355.79	-0.018	0.021	25.180	30.147	96.23	-2413.99	26.35	-1069.77	38.33	-45.64	2.26	-0.02	37.48	60.84	79.04	73.36	79.90	-0.165	-0.143
147.200	40.50	354.74	-0.017	0.025	25.177	30.289	96.23	-2465.37	9.15	-1122.95	42.64	-46.27	2.20	-0.01	37.63	60.93	79.15	73.47	79.93	-0.169	-0.147
147.220	40.55	353.72	-0.015	0.031	25.170	30.418	96.29	-2515.03	5.40	-1157.77	32.28	-54.69	2.17	0.00	37.83	61.09	79.26	73.65	79.90	-0.173	-0.151
147.240	40.59	353.18	-0.018	0.022	25.172	30.489	96.16	-2497.43	24.83	-1176.95	34.76	-60.54	2.12	-0.02	38.01	61.25	79.42	73.79	79.92	-0.174	-0.153
147.260	40.63	353.02	-0.017	0.025	25.177	30.538	96.23	-2450.23	37.50	-1171.05	49.86	-56.63	2.09	-0.03	38.15	61.37	79.48	73.92	79.92	-0.176	-0.154
147.280	40.68	352.63	-0.014	0.027	25.181	30.610	96.16	-2413.35	25.17	-1135.92	54.85	-42.92	2.12	-0.02	38.30	61.50	79.56	74.00	79.90	-0.177	-0.156
147.300	40.76	352.16	-0.015	0.024	25.181	30.707	96.16	-2376.71	18.06	-1089.23	44.12	-27.61	2.18	-0.02	38.38	61.57	79.57	73.98	79.93	-0.180	-0.159
147.320	40.82	351.65	-0.011	0.030	25.180	30.801	96.29	-2356.87	24.53	-1061.11	30.74	-28.09	2.22	-0.02	38.40	61.64	79.61	73.98	79.88	-0.183	-0.161
147.340	40.87	350.87	-0.012	0.031	25.180	30.905	96.23	-2371.76	22.37	-1067.63	28.15	-40.35	2.22	-0.02	38.36	61.72	79.72	74.00	79.93	-0.185	-0.164
147.360	40.92	350.05	-0.012	0.025	25.183	31.012	96.36	-2408.34	15.16	-1108.27	39.51	-46.61	2.17	-0.01	38.36	61.80	79.76	74.11	79.89	-0.188	-0.167
147.380	40.95	349.38	-0.015	0.031	25.176	31.096	96.16	-2462.20	15.91	-1153.77	43.26	-49.52	2.13	-0.01	38.13	61.89	79.87	74.21	79.92	-0.190	-0.169
147.400	40.96	349.03	-0.019	0.024	25.179	31.138	96.23	-2485.36	21.40	-1170.23	36.81	-53.70	2.12	-0.02	37.99	62.05	79.97	74.37	79.91	-0.191	-0.170
147.420	40.93	349.15	-0.017	0.028	25.180	31.103	96.29	-2468.72	28.31	-1163.30	40.90	-58.51	2.12	-0.02	37.85	62.18	80.05	74.52	79.90	-0.190	-0.170
147.440	40.89	349.42	-0.015	0.027	25.181	31.050	96.23	-2425.42	23.05	-1149.82	53.95	-53.19	2.11	-0.02	37.44	62.32	80.09	74.59	79.92	-0.189	-0.168
147.460	40.89	349.54	-0.019	0.049	25.180	31.036	96.23	-2352.71	20.60	-1113.50	55.05	-32.10	2.11	-0.02	37.56	62.39	80.08	74.66	79.89	-0.189	-0.168
147.480	40.87	349.19	-0.015	0.031	25.186	31.053	96.16	-2311.85	31.55	-1059.62	39.92	-22.00	2.18	-0.03	37.42	62.46	80.08	74.60	79.93	-0.189	-0.168
147.500	40.86	348.68	-0.006	0.027	25.187	31.088	96.16	-2342.17	26.60	-1033.08	28.63	-32.30	2.27	-0.03	37.28	62.48	80.05	74.59	79.90	-0.190	-0.169
147.520	40.86	347.78	-0.017	0.025	25.183	31.168	96.16	-2378.42	10.93	-1058.95	35.27	-41.12	2.25	-0.01	37.12	62.58	80.03	74.59	79.92	-0.192	-0.171
147.540	40.80	347.00	-0.017	0.028	25.176	31.192	96.09	-2428.68	10.43	-1105.24	43.16	-46.84	2.20	-0.01	36.97	62.65	80.08	74.68	79.89	-0.193	-0.172
147.560	40.71	346.34	-0.011	0.033	25.175	31.184	96.23	-2498.20	15.15	-1132.51	36.11	-53.54	2.21	-0.01	37.08	62.84	80.19	74.81	79.92	-0.193	-0.172
147.580	40.63	346.10	-0.019	0.017	25.173	31.145	96.16	-2526.63	25.78	-1144.49	35.74	-58.32	2.21	-0.02	36.81	62.96	80.30	75.00	79.92	-0.192	-0.171
147.600	40.54	346.30	-0.014	0.030	25.174	31.063	96.23	-2504.02	32.73	-1138.78	46.64	-59.00	2.20	-0.03	36.55	63.09	80.41	75.13	79.91	-0.190	-0.168
147.620	40.47	346.49	-0.014	0.028	25.173	30.992	96.29	-2456.34	19.11	-1121.83	56.55	-48.09	2.19	-0.02	36.77	63.18	80.46	75.20	79.94	-0.188	-0.167
147.640	40.41	346.49	-0.018	0.028	25.173	30.945	96.29	-2409.58	12.70	-1078.66	49.61	-31.95	2.23	-0.01	36.73	63.21	80.54	75.23	79.89	-0.187	-0.165
147.660	40.37	346.06	-0.014	0.033	25.168	30.951	96.23	-2384.36	23.29	-1039.64	33.44	-27.81	2.29	-0.02	36.67	63.28	80.61	75.18	79.93	-0.187	-0.165
147.680	40.34	345.16	-0.012	0.028	25.165	31.007	96.29	-2389.68	30.21	-1047.42	31.52	-35.80	2.28	-0.03	36.63	63.31	80.65	75.18	79.91	-0.188	-0.167
147.700	40.27	343.91	-0.019	0.030	25.156	31.066	96.23	-2419.24	15.83	-1089.35	38.80	-46.30	2.22	-0.01	36.59	63.38	80.76	75.21	79.92	-0.190	-0.169
147.720	40.22	342.55	-0.014	0.027	25.153	31.154	96.23	-2471.62	1.35	-1137.28	36.82	-51.05	2.17	0.00	36.59	63.50	80.91	75.33	79.93	-0.193	-0.171
147.740	40.17	341.29	-0.018	0.024	25.154	31.228	96.29	-2497.82	20.59	-1170.04	30.51	-51.91	2.13	-0.02	36.61	63.63	81.06	75.47	79.93	-0.195	-0.173
147.760	40.15	340.40	-0.017	0.025	25.155	31.292	96.23	-2475.62	35.11	-1193.99	36.36	-57.43	2.07	-0.03	36.63	63.72	81.21	75.66	79.95	-0.196	-0.175
147.780	40.15	339.73	-0.012	0.034	25.156	31.354	96.16	-2447.13	24.86	-1188.72	48.22	-56.27	2.06	-0.02	36.67	63.84	81.35	75.78	79.92	-0.198	-0.176
147.800	40.18	338.83	-0.019	0.031	25.162	31.459	96.23	-2392.70	16.04	-1151.11	54.83	-38.42	2.08	-0.01	36.63	63.91	81.48	75.85	79.96	-0.200	-0.179
147.820	40.20	337.82	-0.011	0.027	25.167	31.575	96.29	-2319.12	27.60	-1106.41	48.32	-24.76	2.10	-0.02	36.63	63.91	81.50	75.85	79.93	-0.203	-0.182
147.840	40.25	336.61	-0.012	0.028	25.167	31.726	96.29	-2283.43	22.99	-1079.29	32.74	-25.80	2.12	-0.02	36.65	63.94	81.54	75.84	79.98	-0.207	-0.186
147.860	40.31	335.04	-0.009	0.031	25.170	31.918	96.36	-2295.62	11.12	-1076.74	29.20	-33.95	2.13	-0.01	36.65	63.97	81.57	75.81	79.95	-0.211	-0.191
147.880	40.34	333.48	-0.018	0.031	25.172	32.097	96.29	-2347.12	12.11	-1097.79	37.71	-44.36	2.14	-0.01	36.63	64.08	81.69	75.85	79.96	-0.216	-0.195
147.900	40.38	332.15	-0.015	0.025	25.169	32.255	96.16	-2415.17	21.45	-1137.08	44.06	-48.90	2.12	-0.02	36.59	64.14	81.80	75.97	79.97	-0.220	-0.199
147.920	40.43	331.37	-0.017	0.024	25.171	32.369	96.16	-2456.12	20.03	-1171.33	40.18	-51.47	2.10	-0.02	36.81	64.27	81.94	76.11	79.95	-0.222	-0.202
147.940	40.50	331.13	-0.014	0.024	25.173	32.452	96.16	-2448.49	13.02	-1176.07	37.93	-56.66	2.08	-0.01	36.73	64.36	82.08	76.27	79.99	-0.224	-0.204
147.960	40.59	331.49	-0.015	0.025	25.177	32.488	96.36	-2399.08	15.19	-1160.85	46.97	-55.95	2.07	-0.01	36.95	64.48	82.17	76.44	79.95	-0.225	-0.205
147.980	40.70	331.68	-0.009	0.031	25.182	32.558	96.16	-2336.54	31.28	-1132.91	61.41	-43.01	2.06	-0.03	37.08	64.54	82.24	76.52	80.00	-0.227	-0.207
148.000	40.78	331.60	-0.017	0.028	25.188	32.626	96.29	-2276.80	31.82	-1086.05	55.14	-26.22	2.10	-0.03	37.20	64.57	82.25	76.50	79.96	-0.228	-0.208
148.020	40.85	331.25	-0.009	0.033	25.183	32.716	96.16	-2244.81	12.54	-1046.68	33.57	-22.58	2.14	-0.01	37.38	64.57	82.32	76.44	79.99	-0.230	-0.210
148.040	40.93	330.43	-0.012	0.028	25.184	32.861	96.36	-2261.49	8.31	-1051.42	27.79	-38.10	2.15	-0.01	37.28	64.65	82.35	76.43	79.98	-0.234	-0.214
148.060	40.95	329.34	-0.018	0.028	25.178	32.989	96.23	-2278.28	21.02	-1097.04	40.63	-47.25	2.08	-0.02	37.77	64.74	82.46	76.47	79.98	-0.237	-0.217
148.080	40.94	328.20	-0.017	0.027	25.179	33.099	96.23	-2292.42	23.16	-1149.20	44.69	-42.55	1.99	-0.02	37.97	64.84	82.60	76.62	79.99	-0.239	-0.220
148.100	40.96	327.23	-0.015	0.025	25.181	33.210	96.23	-2347.15	16.81	-1180.37	35.81	-50.29	1.99	-0.01	38.15	64.99	82.77	76.76	79.99	-0.242	-0.222
148.120	41.00	326.44	-0.012	0.025	25.183	33.319	96.23	-2370.10	15.45	-1189.14	35.74	-60.25	1.99	-0.01	38.26	65.15	82.96	76.94	80.02	-0.244	-0.225
148.140	41.05	325.97	-0.014	0.027	25.187	33.409	96.23	-2330.84	29.47	-1172.84	47.10	-55.95	1.99	-0.03	38.28	65.28	83.07	77.13	79.97	-0.246	-0.227
148.160	41.06	325.54	-0.018	0.025	25.193	33.461	96.23	-2280.63	34.56	-1145.44	58.16	-44.11	1.99	-0.03	38.28	65.39	83.18	77.23	80.02	-0.247	-0.228
148.180	41.02	324.92	-0.019	0.028	25.194	33.499	96.29	-2226.93	20.54	-1102.83	53.50	-28.57	2.02	-0.02	37.93	65.41	83.24	77.24	79.99	-0.248	-0.229
148.200	40.97	324.18	-0.015	0.009	25.200	33.533	96.29	-2184.26	7.96	-1057.11	36.38	-21.86	2.07	-0.01	38.11	65.49	83.28	77.23	79.99	-0.249	-0.230
148.220	40.93	323.08	-0.018	0.025	25.199	33.609	96.16	-2186.22	17.20	-1037.05	28.82	-33.24	2.11	-0.02	38.01	65.55	83.29	77.20	80.00	-0.250	-0.231
148.240	40.88	321.83	-0.012	0.022	25.193	33.701	96.23	-2205.94	29.20	-1059.15	37.35	-44.92	2.08	-0.03	37.95	65.63	83.40	77.21	79.99	-0.252	-0.234
148.260	40.81	320.58	-0.018	0.027	25.190	33.774	96.23	-2249.57	18.98	-1116.27	45.95	-48.45	2.02	-0.02	37.83	65.74	83.51	77.30	80.02	-0.254	-0.235
148.280	40.75	319.64	-0.012	0.031	25.190	33.823	96.16	-2301.32	-1.26	-1161.94	38.49	-49.03	1.98	0.00	37.46	65.93	83.61	77.40	79.98	-0.255	-0.236
148.640	40.23	314.95	-0.008	0.031	25.162	33.887	96.16	-2311.01	16.26	-1151.56	45.96	-47.40	2.01	-0.01	37.03	67.29	85.45	78.76	80.00	-0.257	-0.238
148.660	40.28	313.98	-0.014	0.025	25.165	34.036	96.29	-2338.24	11.34	-1192.51	39.67	-46.34	1.96	-0.01	36.95	67.45	85.62	78.89	80.02	-0.261	-0.241
148.680	40.33	313.43	-0.012	0.034	25.165	34.139	96.29	-2359.11	11.10	-1199.30	33.72	-53.67	1.97	-0.01	36.99	67.55	85.84	79.08	80.01	-0.263	-0.243
148.700	40.39	313.51	-0.011	0.031	25.176	34.181	96.02	-2345.96	20.33	-1176.23	42.19	-58.78	1.99	-0.02	37.01	67.71	85.99	79.26	80.01	-0.263	-0.244
148.720	40.46	313.86	-0.012	0.030	25.182	34.202	96.16	-2310.30	35.32	-1153.51	61.56	-51.17	2.00	-0.03	37.12	67.77	86.13	79.34	80.02	-0.264	-0.245
148.740	40.53	314.48	-0.002	0.028	25.190	34.197	96.23	-2249.93	20.07	-1109.14	60.15	-29.97	2.03	-0.02	37.20	67.81	86.27	79.37	79.99	-0.263	-0.245
148.760	40.60	314.95	-0.018	0.028	25.192	34.205	96.23	-2196.65	0.18	-1063.36	40.58	-20.77	2.07	0.00	37.28	67.81	86.38	79.31	80.03	-0.264	-0.245
148.780	40.67	315.42	-0.009	0.030	25.190	34.205	96.29	-2187.57	5.39	-1041.07	28.91	-29.70	2.10	-0.01	37.34	67.83	86.44	79.26	80.00	-0.264	-0.245
148.800	40.73	315.66	-0.008	0.028	25.184	34.235	96.23	-2190.83	25.58	-1049.93	35.20	-38.94	2.09	-0.02	37.48	67.81	86.54	79.23	80.04	-0.264	-0.246
148.820	40.75	315.85	-0.015	-0.007	25.192	34.229	96.29	-2228.72	31.92	-1092.15	45.66	-46.48	2.04	-0.03	37.63	67.86	86.68	79.30	80.00	-0.264	-0.241
148.840	40.73	316.24	-0.024	0.025	25.181	34.167	96.23	-2305.26	3.03	-1140.80	39.32	-53.44	2.02	0.00	37.81	67.96	86.87	79.42	80.01	-0.263	-0.240
148.860	40.67	316.91	-0.011	0.012	25.186	34.045	96.36	-2350.44	-7.30	-1173.13	31.35	-54.50	2.00	0.01	38.07	68.07	87.01	79.59	80.01	-0.260	-0.237
148.880	40.61	318.08	-0.015	0.031	25.178	33.877	96.23	-2340.88	24.36	-1177.32	37.97	-56.03	1.99	-0.02	38.30	68.19	87.17	79.76	80.01	-0.257	-0.233
148.900	40.58	319.57	-0.009	0.030	25.184	33.692	96.23	-2300.68	42.64	-1164.55	52.79	-55.22	1.98	-0.04	38.50	68.32	87.28	79.88	80.04	-0.253	-0.229
148.920	40.54	320.97	-0.018	0.025	25.189	33.514	96.16	-2247.19	21.33	-1132.18	56.71	-40.52	1.98	-0.02	38.72	68.38	87.42	79.94	79.99	-0.248	-0.225
148.940	40.48	321.87	-0.009	0.024	25.189	33.366	96.23	-2199.78	6.59	-1089.07	47.30	-25.10	2.02	-0.01	38.81	68.41	87.51	79.98	80.03	-0.245	-0.221
148.960	40.43	322.46	-0.017	0.022	25.189	33.263	96.23	-2181.85	15.91	-1052.14	31.41	-23.23	2.07	-0.02	38.87	68.41	87.61	79.95	79.99	-0.243	-0.219
148.980	40.35	322.61	-0.014	0.021	25.190	33.186	96.29	-2192.55	27.62	-1045.85	28.15	-35.06	2.10	-0.03	38.83	68.43	87.72	79.97	80.03	-0.241	-0.217
149.000	40.25	322.61	-0.012	0.022	25.187	33.101	96.29	-2233.14	25.14	-1088.10	40.24	-46.02	2.05	-0.02	38.77	68.48	87.84	80.00	80.02	-0.239	-0.215
149.020	40.11	322.54	-0.015	0.030	25.184	32.998	96.16	-2294.28	12.03	-1135.42	42.55	-46.83	2.02	-0.01	38.75	68.59	87.96	80.13	80.01	-0.237	-0.213
149.040	39.99	322.65	-0.018	0.025	25.183	32.887	96.23	-2350.82	11.23	-1158.50	31.66	-51.43	2.03	-0.01	38.68	68.70	88.07	80.27	80.02	-0.234	-0.210
149.060	39.89	323.32	-0.015	0.022	25.186	32.731	96.16	-2370.94	22.44	-1165.96	35.37	-60.59	2.03	-0.02	38.56	68.82	88.18	80.43	80.00	-0.231	-0.206
149.080	39.80	324.29	-0.009	0.021	25.184	32.564	96.16	-2333.93	26.21	-1160.83	50.32	-57.07	2.01	-0.02	38.42	68.92	88.27	80.59	80.02	-0.227	-0.202
149.100	39.71	325.35	-0.017	0.021	25.186	32.386	96.23	-2282.39	22.91	-1134.55	58.43	-43.19	2.01	-0.02	38.26	69.02	88.29	80.65	80.00	-0.222	-0.198
149.120	39.63	326.13	-0.012	0.022	25.187	32.244	96.29	-2233.76	19.24	-1088.05	51.13	-29.15	2.05	-0.02	38.16	69.01	88.32	80.60	80.04	-0.219	-0.194
149.140	39.56	326.76	-0.015	0.027	25.187	32.125	96.23	-2214.78	18.81	-1040.10	34.77	-24.14	2.13	-0.02	37.95	69.00	88.29	80.55	80.01	-0.216	-0.191
149.160	39.53	327.07	-0.012	0.030	25.184	32.064	96.16	-2244.71	19.38	-1023.87	28.47	-33.77	2.19	-0.02	37.83	68.98	88.30	80.47	80.01	-0.215	-0.190
149.180	39.51	327.23	-0.008	0.028	25.178	32.034	96.29	-2283.98	21.11	-1062.51	40.81	-44.13	2.15	-0.02	37.65	68.98	88.29	80.46	80.02	-0.214	-0.189
149.200	39.49	327.50	-0.017	0.027	25.175	31.996	96.29	-2342.55	13.71	-1109.06	45.15	-47.46	2.11	-0.01	37.63	68.98	88.35	80.53	80.00	-0.213	-0.188
149.220	39.50	328.20	-0.017	0.024	25.175	31.931	96.23	-2431.52	10.21	-1134.26	34.45	-53.03	2.14	-0.01	37.54	69.07	88.40	80.63	80.02	-0.212	-0.186
149.240	39.52	329.34	-0.012	0.028	25.169	31.836	96.16	-2467.94	21.23	-1145.62	32.79	-57.93	2.15	-0.02	37.50	69.11	88.44	80.73	79.99	-0.209	-0.184
149.260	39.53	330.90	-0.017	0.024	25.170	31.693	96.23	-2436.75	27.08	-1145.66	46.44	-57.98	2.13	-0.02	37.38	69.19	88.46	80.79	80.04	-0.206	-0.180
149.280	39.56	332.74	-0.014	0.025	25.171	31.544	96.23	-2393.04	22.53	-1133.89	61.51	-50.28	2.11	-0.02	37.40	69.17	88.47	80.81	80.00	-0.202	-0.176
149.300	39.60	334.22	-0.017	0.024	25.171	31.437	96.23	-2345.80	19.60	-1084.61	53.80	-32.45	2.16	-0.02	37.40	69.10	88.44	80.78	80.03	-0.199	-0.173
149.320	39.63	335.24	-0.014	0.028	25.169	31.364	96.23	-2319.65	23.18	-1037.87	33.04	-24.01	2.24	-0.02	37.36	69.02	88.43	80.68	80.00	-0.198	-0.172
149.340	39.65	335.90	-0.014	0.034	25.163	31.321	96.29	-2335.38	25.07	-1036.19	28.34	-34.91	2.25	-0.02	37.38	68.97	88.43	80.59	80.02	-0.197	-0.170
149.360	39.70	336.33	-0.014	0.027	25.159	31.317	96.29	-2362.17	15.74	-1081.85	38.85	-43.68	2.18	-0.01	37.40	68.97	88.44	80.53	80.03	-0.197	-0.170
149.380	39.75	336.49	-0.015	0.024	25.156	31.343	96.16	-2412.39	6.85	-1127.28	38.99	-45.74	2.14	-0.01	37.56	68.97	88.49	80.55	80.01	-0.197	-0.171
149.400	39.79	336.72	-0.015	0.030	25.153	31.351	96.09	-2472.26	16.38	-1167.81	33.75	-52.55	2.12	-0.01	37.48	68.97	88.51	80.63	80.03	-0.198	-0.171
149.420	39.84	337.39	-0.017	0.031	25.150	31.329	96.23	-2480.65	23.96	-1194.11	35.51	-58.22	2.08	-0.02	37.38	69.02	88.57	80.72	79.99	-0.197	-0.171
149.440	39.92	338.17	-0.012	0.025	25.155	31.323	96.23	-2448.75	20.09	-1191.18	46.28	-55.53	2.06	-0.02	37.52	69.01	88.60	80.76	80.04	-0.197	-0.170
149.460	39.98	338.99	-0.014	0.025	25.159	31.291	96.16	-2395.20	15.42	-1153.58	54.70	-43.20	2.08	-0.01	37.52	69.01	88.59	80.76	80.00	-0.196	-0.170
149.480	40.04	339.65	-0.018	0.024	25.164	31.277	96.29	-2324.72	27.02	-1108.55	50.82	-28.96	2.10	-0.02	37.65	69.00	88.59	80.68	80.02	-0.195	-0.169
149.500	40.12	339.97	-0.012	0.033	25.162	31.310	96.16	-2290.94	27.19	-1072.73	36.03	-24.71	2.14	-0.03	37.56	68.88	88.57	80.62	80.02	-0.196	-0.170
149.520	40.18	339.89	-0.012	0.025	25.163	31.365	96.23	-2303.84	10.55	-1063.59	27.90	-32.45	2.17	-0.01	37.73	68.86	88.54	80.52	80.01	-0.198	-0.172
149.540	40.25	339.69	-0.017	0.030	25.166	31.441	96.23	-2351.19	5.88	-1088.13	34.96	-43.48	2.16	-0.01	37.63	68.83	88.57	80.42	80.02	-0.200	-0.174
149.560	40.31	339.65	-0.018	0.028	25.167	31.488	96.36	-2417.52	22.11	-1134.07	43.96	-46.52	2.13	-0.02	37.67	68.85	88.57	80.46	80.00	-0.201	-0.175
149.580	40.35	340.08	-0.011	0.036	25.165	31.481	96.23	-2465.10	26.77	-1162.56	38.18	-48.10	2.12	-0.02	37.91	68.89	88.59	80.55	80.04	-0.201	-0.175
149.600	40.36	341.10	-0.018	0.028	25.169	31.395	96.23	-2479.74	16.49	-1172.93	37.69	-59.29	2.11	-0.01	37.83	68.89	88.65	80.62	80.00	-0.198	-0.172
149.620	40.34	342.58	-0.006	0.030	25.170	31.244	96.23	-2448.99	9.09	-1165.05	49.36	-61.03	2.10	-0.01	37.91	68.89	88.63	80.69	80.03	-0.194	-0.168
149.640	40.32	344.11	-0.014	0.028	25.173	31.091	96.23	-2375.96	24.46	-1124.70	57.96	-40.97	2.11	-0.02	38.03	68.85	88.57	80.69	80.01	-0.190	-0.164
149.660	40.29	345.24	-0.006	0.028	25.176	30.964	96.16	-2322.70	38.72	-1065.58	48.15	-26.54	2.18	-0.04	38.20	68.82	88.57	80.62	80.01	-0.187	-0.161
149.680	40.24	346.10	-0.017	0.022	25.176	30.848	96.29	-2310.56	21.13	-1038.74	31.54	-29.27	2.22	-0.02	38.48	68.72	88.52	80.55	80.03	-0.184	-0.158
149.700	40.19	346.53	-0.009	0.027	25.175	30.770	96.23	-2314.72	3.69	-1059.98	29.82	-37.30	2.18	0.00	38.64	68.70	88.55	80.46	80.00	-0.182	-0.156
149.720	40.14	346.81	-0.019	0.021	25.172	30.710	96.16	-2348.14	13.70	-1113.70	40.95	-46.27	2.11	-0.01	38.66	68.64	88.57	80.46	80.04	-0.180	-0.154
149.740	40.08	346.96	-0.014	0.024	25.168	30.647	96.02	-2404.56	19.88	-1154.78	38.71	-50.57	2.08	-0.02	39.05	68.72	88.59	80.52	79.99	-0.179	-0.152
149.760	40.01	347.43	-0.017	0.031	25.166	30.555	96.29	-2440.43	19.70	-1178.09	33.83	-53.81	2.07	-0.02	39.15	68.75	88.59	80.59	80.03	-0.176	-0.150
149.780	39.95	348.21	-0.012	0.036	25.169	30.441	96.29	-2441.09	21.88	-1181.84	40.95	-58.49	2.07	-0.02	39.34	68.82	88.59	80.69	80.00	-0.173	-0.146
149.800	39.88	349.23	-0.015	0.024	25.175	30.299	96.16	-2397.05	23.64	-1158.24	51.83	-51.11	2.07	-0.02	39.27	68.81	88.59	80.72	80.03	-0.169	-0.142
149.820	39.79	350.32	-0.018	0.025	25.177	30.137	96.16	-2343.55	27.81	-1118.57	54.68	-35.12	2.10	-0.02	39.25	68.82	88.54	80.65	80.02	-0.165	-0.138
149.840	39.73	350.95	-0.009	0.024	25.179	30.034	96.29	-2313.68	27.54	-1069.56	41.89	-26.00	2.16	-0.03	39.23	68.75	88.49	80.62	80.02	-0.162	-0.135
149.860	39.70	351.34	-0.008	0.028	25.180	29.983	96.29	-2320.39	18.93	-1042.24	29.67	-31.70	2.23	-0.02	39.13	68.69	88.41	80.53	80.03	-0.160	-0.133
