TIRF Data File: Project 1320; Run 115
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
sec	kph	rpm	deg	deg	cm	cm	kPa	N	N	N	N-m	N-m	none	none	deg C	deg C	deg C	deg C	deg F	none	SAE
614.579	40.19	399.33	-5.992	0.021	25.015	26.559	96.50	-651.59	2133.48	-1107.12	-17.63	-11.95	0.59	-1.93	37.59	57.39	89.85	93.95	80.31	-0.058	-0.026
614.599	40.16	399.96	-5.981	0.018	25.010	26.497	96.63	-572.79	2178.79	-1160.04	-17.24	-20.67	0.49	-1.88	37.65	57.29	89.83	93.91	80.29	-0.056	-0.024
614.619	40.14	400.70	-5.987	0.033	25.013	26.432	96.70	-514.63	2176.34	-1199.46	-13.86	-28.60	0.43	-1.81	37.61	57.24	89.78	93.91	80.29	-0.054	-0.022
614.639	40.15	401.25	-5.988	0.025	25.014	26.405	96.63	-473.38	2160.66	-1178.50	-6.79	-23.75	0.40	-1.83	37.58	57.19	89.74	93.87	80.31	-0.053	-0.021
614.659	40.14	401.64	-5.991	0.028	25.017	26.373	96.63	-458.78	2123.51	-1119.88	-2.19	-13.62	0.41	-1.90	37.50	57.11	89.66	93.81	80.29	-0.051	-0.019
614.679	40.16	402.07	-5.991	0.027	25.020	26.354	96.56	-474.03	2106.36	-1067.98	-4.36	-5.48	0.44	-1.97	37.44	57.03	89.56	93.73	80.32	-0.051	-0.019
614.699	40.16	402.58	-5.988	0.027	25.020	26.321	96.56	-480.64	2126.27	-1045.54	-12.40	-4.94	0.46	-2.03	37.36	56.94	89.47	93.66	80.30	-0.049	-0.017
614.719	40.17	403.04	-5.985	0.028	25.021	26.299	96.56	-462.20	2128.69	-1068.59	-20.25	-13.17	0.43	-1.99	37.22	56.85	89.44	93.59	80.34	-0.049	-0.017
614.739	40.16	403.47	-5.987	0.027	25.018	26.265	96.56	-423.95	2143.65	-1123.56	-21.72	-18.69	0.38	-1.91	37.16	56.82	89.36	93.55	80.31	-0.048	-0.015
614.759	40.15	403.79	-5.990	0.027	25.020	26.239	96.56	-379.31	2184.98	-1156.04	-19.36	-23.73	0.33	-1.89	37.16	56.79	89.26	93.55	80.33	-0.046	-0.014
614.779	40.15	404.02	-5.988	0.014	25.027	26.224	96.70	-365.76	2192.24	-1165.43	-9.76	-29.68	0.31	-1.88	37.10	56.75	89.22	93.55	80.32	-0.046	-0.014
614.799	40.19	404.26	-5.992	0.024	25.020	26.236	96.50	-361.70	2158.54	-1137.00	-0.35	-22.03	0.32	-1.90	37.03	56.69	89.15	93.50	80.32	-0.046	-0.014
614.819	40.23	404.61	-5.988	0.025	25.022	26.237	96.70	-355.74	2124.78	-1076.74	-0.45	-11.10	0.33	-1.97	36.95	56.63	89.07	93.45	80.35	-0.046	-0.014
614.839	40.26	405.35	-5.979	0.024	25.022	26.211	96.63	-345.10	2114.92	-1026.64	-11.81	-7.85	0.34	-2.06	36.89	56.57	88.96	93.39	80.32	-0.045	-0.013
614.859	40.32	406.17	-5.992	0.022	25.021	26.197	96.63	-306.70	2128.44	-1038.82	-19.31	-8.87	0.30	-2.05	36.91	56.56	88.92	93.31	80.36	-0.045	-0.013
614.879	40.36	407.11	-5.987	0.022	25.019	26.158	96.63	-260.06	2162.01	-1098.34	-19.91	-18.70	0.24	-1.97	36.83	56.47	88.84	93.31	80.32	-0.044	-0.011
614.899	40.34	407.89	-5.991	0.028	25.016	26.095	96.56	-202.80	2201.72	-1150.24	-20.32	-28.68	0.18	-1.91	36.59	56.44	88.79	93.29	80.36	-0.041	-0.009
614.919	40.34	408.44	-5.987	0.022	25.015	26.061	96.70	-142.88	2224.48	-1161.76	-17.77	-29.16	0.12	-1.91	36.83	56.35	88.74	93.27	80.34	-0.040	-0.008
614.939	40.33	408.91	-5.991	0.025	25.010	26.027	96.63	-126.56	2215.75	-1141.21	-6.24	-29.48	0.11	-1.94	36.87	56.34	88.68	93.24	80.35	-0.039	-0.006
614.959	40.34	409.57	-5.982	0.028	25.014	25.989	96.63	-106.79	2167.55	-1096.12	0.57	-18.80	0.10	-1.98	36.89	56.27	88.59	93.20	80.36	-0.038	-0.005
614.979	40.35	410.35	-5.992	0.022	25.015	25.945	96.63	-74.11	2109.38	-1056.01	-8.39	-7.33	0.07	-2.00	36.85	56.21	88.51	93.13	80.32	-0.036	-0.003
614.999	40.37	411.17	-5.990	0.021	25.013	25.905	96.50	-71.46	2095.28	-1055.35	-19.35	-13.79	0.07	-1.99	36.87	56.18	88.43	93.08	80.36	-0.034	-0.002
615.019	40.37	411.80	-5.990	0.024	25.011	25.866	96.56	-30.30	2148.93	-1094.63	-19.28	-21.33	0.03	-1.96	36.75	56.06	88.36	93.02	80.32	-0.033	0.000
615.039	40.34	412.50	-5.988	0.025	25.012	25.804	96.56	66.43	2206.62	-1149.05	-17.18	-26.20	-0.06	-1.92	36.71	56.03	88.35	93.01	80.36	-0.031	0.002
615.059	40.31	413.28	-5.987	0.028	25.010	25.734	96.63	127.91	2237.43	-1172.47	-17.29	-38.22	-0.11	-1.91	36.71	55.99	88.29	92.98	80.32	-0.028	0.005
615.079	40.30	413.79	-5.984	0.022	25.007	25.697	96.63	152.11	2231.45	-1161.49	-9.46	-37.01	-0.13	-1.92	36.69	55.94	88.27	92.98	80.33	-0.027	0.006
615.099	40.29	414.34	-5.987	0.022	25.009	25.657	96.56	163.82	2192.29	-1116.88	-3.88	-25.00	-0.15	-1.96	36.65	55.87	88.16	92.94	80.33	-0.025	0.008
615.119	40.27	415.00	-5.991	0.021	25.007	25.604	96.50	194.76	2141.00	-1064.49	-12.36	-14.76	-0.18	-2.01	36.69	55.84	88.08	92.87	80.31	-0.023	0.010
615.139	40.26	416.02	-5.992	0.027	25.008	25.535	96.63	256.64	2115.57	-1044.44	-25.36	-10.07	-0.25	-2.03	36.69	55.72	87.99	92.81	80.33	-0.021	0.013
615.159	40.25	417.11	-5.976	0.025	25.010	25.463	96.56	319.34	2140.77	-1076.46	-30.38	-18.88	-0.30	-1.99	36.63	55.65	87.88	92.79	80.30	-0.018	0.016
615.179	40.25	418.01	-5.988	0.021	25.009	25.408	96.56	392.31	2188.87	-1129.66	-30.76	-29.69	-0.35	-1.94	36.67	55.67	87.86	92.78	80.34	-0.016	0.018
615.199	40.25	418.56	-6.000	0.022	25.011	25.371	96.63	465.63	2221.09	-1169.55	-28.55	-34.50	-0.40	-1.90	36.67	55.59	87.80	92.78	80.30	-0.014	0.019
615.219	40.23	418.95	-5.992	0.025	25.010	25.336	96.56	487.33	2220.54	-1176.49	-18.00	-38.06	-0.41	-1.89	36.69	55.58	87.75	92.78	80.32	-0.013	0.021
615.239	40.20	419.62	-5.985	0.022	25.013	25.281	96.63	494.94	2182.22	-1145.33	-6.76	-30.31	-0.43	-1.91	36.51	55.52	87.67	92.76	80.30	-0.011	0.023
615.259	40.20	420.44	-5.991	0.021	25.013	25.232	96.63	520.33	2142.10	-1079.93	-12.73	-18.84	-0.48	-1.98	36.73	55.49	87.59	92.71	80.31	-0.009	0.025
615.279	40.22	421.65	-5.988	0.021	25.013	25.171	96.63	563.87	2113.39	-1044.10	-25.51	-17.17	-0.54	-2.02	36.73	55.39	87.50	92.68	80.32	-0.006	0.027
615.299	40.27	422.82	-5.991	0.021	25.013	25.130	96.70	645.87	2104.60	-1078.59	-33.19	-19.93	-0.60	-1.95	36.79	55.32	87.44	92.65	80.29	-0.005	0.029
615.319	40.31	423.84	-5.990	0.021	25.011	25.096	96.56	738.52	2138.68	-1131.99	-36.56	-27.65	-0.65	-1.89	36.93	55.27	87.40	92.65	80.32	-0.003	0.030
615.339	40.37	424.70	-5.990	0.025	25.014	25.083	96.70	804.90	2178.53	-1170.11	-31.78	-38.45	-0.69	-1.86	36.85	55.21	87.40	92.66	80.29	-0.003	0.031
615.359	40.39	425.36	-5.990	0.017	25.018	25.058	96.63	834.26	2177.45	-1179.33	-20.54	-37.63	-0.71	-1.85	36.97	55.20	87.34	92.68	80.32	-0.002	0.032
615.379	40.40	426.06	-5.990	0.022	25.021	25.023	96.50	829.98	2132.04	-1143.94	-13.66	-28.10	-0.73	-1.86	36.75	55.15	87.29	92.66	80.29	0.000	0.033
615.399	40.43	427.04	-5.984	0.024	25.018	24.980	96.56	834.06	2087.22	-1092.29	-13.38	-18.52	-0.76	-1.91	37.01	55.14	87.17	92.66	80.30	0.002	0.035
615.419	40.44	428.49	-5.991	0.027	25.022	24.901	96.70	872.27	2064.82	-1062.96	-21.24	-14.54	-0.82	-1.94	37.04	55.11	87.07	92.59	80.29	0.005	0.039
615.439	40.46	429.70	-5.991	0.018	25.024	24.845	96.70	931.94	2034.09	-1103.61	-28.11	-24.35	-0.84	-1.84	37.03	55.05	87.01	92.60	80.29	0.007	0.041
615.459	40.49	431.03	-5.984	0.024	25.022	24.786	96.63	1032.75	2053.51	-1152.55	-33.38	-34.36	-0.90	-1.78	37.04	55.02	86.95	92.62	80.31	0.010	0.043
615.479	40.55	431.93	-5.987	0.024	25.026	24.774	96.56	1108.60	2094.67	-1177.95	-34.55	-38.26	-0.94	-1.78	36.97	55.01	86.93	92.65	80.27	0.010	0.044
615.499	40.60	432.55	-5.985	0.025	25.034	24.764	96.63	1108.96	2109.41	-1179.90	-23.94	-42.45	-0.94	-1.79	36.89	54.99	86.88	92.63	80.31	0.011	0.044
615.519	40.59	433.29	-5.990	0.030	25.039	24.719	96.70	1096.47	2104.26	-1128.41	-13.18	-31.56	-0.97	-1.86	36.81	55.05	86.81	92.63	80.28	0.013	0.046
615.539	40.57	434.23	-5.987	0.018	25.043	24.651	96.63	1101.52	2039.65	-1071.74	-11.54	-13.76	-1.03	-1.90	36.77	55.05	86.71	92.62	80.30	0.016	0.049
615.559	40.54	435.72	-5.991	0.015	25.044	24.553	96.56	1126.18	1939.86	-1068.43	-21.64	-12.09	-1.05	-1.82	36.71	55.04	86.55	92.60	80.29	0.020	0.053
615.579	40.55	437.20	-5.990	0.021	25.045	24.475	96.63	1226.66	1903.87	-1100.80	-33.32	-13.56	-1.11	-1.73	36.67	55.07	86.51	92.59	80.29	0.023	0.057
615.599	40.57	438.38	-5.984	0.027	25.047	24.421	96.56	1334.49	1948.28	-1146.49	-33.40	-22.58	-1.16	-1.70	36.55	55.05	86.49	92.68	80.30	0.026	0.059
615.619	40.58	438.96	-5.992	0.022	25.050	24.394	96.56	1395.89	2002.83	-1175.01	-27.63	-34.58	-1.19	-1.70	36.49	55.10	86.46	92.68	80.27	0.027	0.060
615.639	40.57	439.31	-5.990	0.025	25.055	24.369	96.63	1402.81	2007.78	-1153.88	-22.63	-33.43	-1.22	-1.74	36.46	55.15	86.43	92.73	80.31	0.028	0.061
615.659	40.55	439.55	-5.990	0.027	25.059	24.345	96.56	1364.06	1959.17	-1112.83	-12.16	-22.33	-1.23	-1.76	36.28	55.20	86.35	92.73	80.28	0.029	0.062
615.679	40.51	440.25	-5.991	0.021	25.062	24.281	96.63	1345.34	1886.19	-1077.15	-10.67	-9.01	-1.25	-1.75	36.20	55.21	86.30	92.75	80.31	0.032	0.065
615.699	40.46	441.38	-5.988	0.014	25.068	24.188	96.63	1391.94	1817.45	-1070.69	-23.43	-5.35	-1.30	-1.70	36.22	55.23	86.24	92.75	80.27	0.036	0.069
615.719	40.39	442.71	-5.988	0.021	25.064	24.076	96.56	1493.08	1800.82	-1108.13	-32.62	-14.55	-1.35	-1.63	36.24	55.30	86.22	92.73	80.29	0.041	0.074
615.739	40.35	443.77	-5.979	0.022	25.066	23.992	96.63	1624.37	1833.46	-1155.47	-33.61	-21.74	-1.41	-1.59	36.26	55.30	86.24	92.78	80.29	0.045	0.078
615.759	40.33	444.20	-6.003	0.025	25.067	23.956	96.56	1694.56	1851.92	-1182.08	-29.25	-29.92	-1.43	-1.57	36.22	55.37	86.29	92.85	80.29	0.046	0.079
615.779	40.30	444.28	-5.994	0.021	25.078	23.936	96.63	1683.09	1828.74	-1162.06	-21.96	-28.69	-1.45	-1.57	36.24	55.45	86.29	92.85	80.31	0.048	0.080
615.799	40.25	444.55	-5.987	0.027	25.081	23.891	96.63	1644.64	1764.15	-1117.47	-13.78	-9.90	-1.47	-1.58	36.20	55.51	86.27	92.87	80.29	0.050	0.082
615.819	40.20	445.33	-5.992	0.022	25.084	23.818	96.56	1616.43	1672.44	-1092.63	-13.96	-0.60	-1.48	-1.53	36.16	55.52	86.30	92.87	80.32	0.053	0.086
615.839	40.15	446.66	-5.990	0.024	25.089	23.720	96.63	1663.85	1601.50	-1102.45	-23.93	-6.12	-1.51	-1.45	36.06	55.52	86.30	92.88	80.27	0.058	0.090
615.859	40.07	448.07	-5.990	0.021	25.090	23.596	96.56	1803.12	1593.29	-1139.15	-30.62	-11.33	-1.58	-1.40	36.08	55.58	86.36	92.92	80.32	0.063	0.096
615.879	39.99	449.08	-5.987	0.017	25.098	23.499	96.63	1928.49	1622.59	-1176.21	-31.55	-18.47	-1.64	-1.38	36.10	55.62	86.40	93.00	80.29	0.068	0.100
615.899	39.94	449.63	-5.991	0.025	25.102	23.438	96.50	1964.78	1641.15	-1181.52	-25.75	-24.32	-1.66	-1.39	36.12	55.70	86.49	93.07	80.30	0.071	0.103
615.919	39.92	449.87	-5.988	0.025	25.110	23.415	96.56	1932.95	1610.57	-1155.61	-11.67	-14.52	-1.67	-1.39	36.10	55.74	86.52	93.14	80.29	0.072	0.104
615.939	39.91	450.41	-5.988	0.022	25.119	23.378	96.50	1856.78	1534.40	-1110.00	-5.18	-0.54	-1.67	-1.38	36.08	55.78	86.58	93.17	80.28	0.074	0.106
615.959	39.91	451.62	-5.987	0.022	25.125	23.318	96.43	1809.79	1452.13	-1080.99	-14.33	4.34	-1.67	-1.34	35.79	55.78	86.63	93.20	80.32	0.077	0.109
615.979	39.91	453.38	-5.987	0.018	25.126	23.225	96.43	1864.48	1399.16	-1102.36	-26.64	3.29	-1.69	-1.27	36.04	55.89	86.69	93.23	80.27	0.082	0.113
615.999	39.89	455.38	-5.991	0.018	25.128	23.115	96.50	1980.55	1409.60	-1142.28	-33.59	-6.31	-1.73	-1.23	36.02	55.94	86.81	93.27	80.31	0.087	0.119
616.019	39.91	456.86	-5.990	0.022	25.135	23.048	96.43	2066.85	1438.30	-1174.18	-30.70	-17.35	-1.76	-1.22	35.98	56.03	86.93	93.34	80.27	0.091	0.122
616.039	39.92	457.76	-5.991	0.021	25.145	23.013	96.36	2077.31	1442.72	-1169.44	-20.07	-16.34	-1.78	-1.23	36.04	56.12	87.01	93.42	80.29	0.093	0.124
616.059	39.95	458.50	-5.994	0.021	25.147	22.989	96.29	1998.93	1412.25	-1128.02	-7.99	-6.91	-1.77	-1.25	36.02	56.19	87.09	93.46	80.29	0.094	0.125
616.079	39.96	459.44	-5.987	0.028	25.155	22.948	96.36	1916.77	1348.94	-1084.29	-6.77	6.39	-1.77	-1.24	36.04	56.25	87.18	93.49	80.29	0.096	0.127
616.099	39.96	460.93	-5.987	0.028	25.157	22.877	96.29	1882.68	1288.65	-1078.36	-17.52	7.49	-1.75	-1.20	35.96	56.32	87.26	93.58	80.30	0.100	0.130
616.119	39.96	462.57	-5.991	0.018	25.157	22.795	96.36	1951.08	1272.42	-1111.41	-25.94	-1.34	-1.76	-1.14	36.02	56.40	87.42	93.62	80.26	0.104	0.134
616.139	39.98	464.17	-5.985	0.022	25.160	22.725	96.29	2072.96	1296.74	-1156.68	-27.54	-7.10	-1.79	-1.12	36.04	56.47	87.53	93.69	80.31	0.107	0.138
616.159	39.98	465.03	-5.988	0.017	25.167	22.688	96.29	2115.04	1316.12	-1166.62	-23.06	-15.53	-1.81	-1.13	36.10	56.57	87.64	93.78	80.28	0.109	0.140
616.179	39.97	465.42	-5.991	0.024	25.168	22.658	96.23	2061.08	1299.91	-1135.75	-13.00	-11.13	-1.81	-1.14	35.96	56.65	87.75	93.85	80.31	0.111	0.141
616.199	39.96	465.73	-5.991	0.011	25.176	22.638	96.29	1969.87	1250.84	-1080.48	-10.11	5.04	-1.82	-1.16	36.26	56.70	87.86	93.91	80.28	0.112	0.142
616.219	39.94	466.55	-5.990	0.022	25.174	22.590	96.29	1911.28	1198.20	-1059.26	-16.07	8.26	-1.80	-1.13	36.36	56.79	87.94	93.94	80.28	0.114	0.145
616.239	39.96	467.73	-5.992	0.021	25.178	22.544	96.36	1978.38	1190.81	-1072.71	-26.64	4.27	-1.84	-1.11	36.36	56.82	88.07	94.00	80.29	0.117	0.147
616.259	39.98	468.62	-5.988	0.018	25.177	22.511	96.36	2076.59	1222.86	-1122.76	-29.89	-2.95	-1.85	-1.09	36.38	56.86	88.19	94.10	80.27	0.118	0.149
616.279	39.99	469.13	-5.984	0.022	25.182	22.492	96.29	2134.32	1257.95	-1164.85	-22.45	-13.93	-1.83	-1.08	36.30	56.97	88.35	94.16	80.31	0.120	0.150
616.299	40.02	469.09	-5.990	0.021	25.182	22.510	96.36	2125.81	1259.63	-1146.67	-14.25	-10.35	-1.85	-1.10	36.32	57.04	88.47	94.23	80.28	0.119	0.149
616.319	40.04	468.90	-5.988	0.015	25.187	22.532	96.23	2025.41	1214.00	-1099.86	-7.54	1.00	-1.84	-1.10	36.26	57.13	88.55	94.29	80.31	0.118	0.148
616.339	40.01	469.29	-5.990	0.021	25.192	22.495	96.09	1946.67	1166.48	-1064.21	-9.57	7.03	-1.83	-1.10	36.18	57.16	88.66	94.30	80.28	0.120	0.150
616.359	39.98	470.15	-5.995	0.012	25.192	22.441	96.09	1978.49	1154.53	-1046.96	-21.24	9.15	-1.89	-1.10	36.20	57.20	88.76	94.37	80.31	0.123	0.152
616.379	39.95	471.17	-5.991	0.018	25.190	22.372	96.09	2051.09	1159.48	-1087.72	-27.90	2.49	-1.89	-1.07	36.20	57.24	88.84	94.42	80.29	0.126	0.156
616.399	39.94	471.91	-5.991	0.024	25.191	22.331	96.02	2126.01	1183.31	-1138.93	-25.43	-6.78	-1.87	-1.04	36.16	57.38	88.98	94.47	80.29	0.128	0.158
616.419	39.94	472.26	-5.992	0.022	25.189	22.314	95.96	2153.56	1184.16	-1156.71	-15.44	-7.74	-1.86	-1.02	36.20	57.45	89.07	94.56	80.30	0.129	0.159
616.439	39.94	472.38	-5.992	0.021	25.196	22.312	95.96	2078.01	1146.62	-1119.73	-9.46	-2.22	-1.86	-1.02	36.20	57.51	89.17	94.63	80.27	0.129	0.159
616.459	39.94	472.69	-5.990	0.017	25.195	22.294	95.89	1991.82	1102.09	-1057.03	-12.27	7.13	-1.88	-1.04	35.91	57.58	89.26	94.65	80.31	0.130	0.160
616.479	39.92	473.55	-5.991	0.025	25.193	22.243	95.89	1976.11	1083.90	-1029.93	-20.13	12.84	-1.92	-1.05	35.89	57.65	89.36	94.68	80.27	0.133	0.163
616.499	39.88	474.68	-5.992	0.018	25.194	22.169	95.96	2037.22	1091.18	-1063.11	-27.27	5.97	-1.92	-1.03	35.83	57.70	89.44	94.76	80.32	0.136	0.166
616.519	39.86	475.46	-5.994	0.022	25.195	22.123	95.89	2143.86	1117.60	-1125.23	-27.81	-3.39	-1.91	-0.99	35.87	57.81	89.56	94.82	80.29	0.139	0.169
616.539	39.86	475.70	-5.994	0.024	25.193	22.112	95.89	2206.20	1143.11	-1152.56	-19.98	-6.22	-1.91	-0.99	35.85	57.89	89.66	94.89	80.29	0.139	0.170
625.339	39.99	493.09	-5.982	2.015	25.281	21.402	96.23	2040.50	920.85	-1125.59	-37.95	-10.13	-1.81	-0.82	37.16	62.70	96.57	100.65	80.37	0.181	0.201
625.359	40.02	493.36	-5.981	2.018	25.280	21.405	96.23	2129.42	953.10	-1188.35	-34.61	-22.09	-1.79	-0.80	37.20	62.70	96.65	100.71	80.41	0.181	0.200
625.379	40.06	493.13	-5.981	2.015	25.281	21.438	96.16	2157.67	978.18	-1186.93	-23.50	-23.35	-1.82	-0.82	37.30	62.74	96.65	100.72	80.38	0.179	0.199
625.399	40.11	492.39	-5.987	2.010	25.288	21.492	96.29	2083.36	967.91	-1115.62	-21.26	-10.40	-1.87	-0.87	37.14	62.67	96.67	100.74	80.39	0.177	0.196
625.419	40.16	491.84	-5.981	2.010	25.288	21.547	96.16	1983.33	945.72	-1064.02	-23.74	-3.50	-1.86	-0.89	37.36	62.62	96.67	100.72	80.39	0.174	0.193
625.439	40.23	491.92	-5.982	2.016	25.289	21.581	96.23	1952.56	927.57	-1065.98	-32.68	-2.59	-1.83	-0.87	37.18	62.59	96.68	100.72	80.36	0.172	0.191
625.459	40.25	492.11	-5.991	2.009	25.290	21.582	96.23	2015.02	930.70	-1126.04	-38.09	-8.84	-1.79	-0.83	37.14	62.58	96.70	100.75	80.41	0.172	0.191
625.479	40.26	492.31	-5.979	2.013	25.291	21.581	96.23	2119.58	981.73	-1191.71	-31.49	-17.13	-1.78	-0.82	37.12	62.61	96.73	100.84	80.37	0.172	0.191
625.499	40.26	492.11	-5.990	2.007	25.295	21.589	96.29	2155.76	1022.40	-1179.56	-19.99	-16.63	-1.83	-0.87	37.14	62.56	96.73	100.84	80.42	0.172	0.190
625.519	40.28	491.57	-5.985	2.007	25.300	21.624	96.36	2050.11	989.89	-1102.76	-15.56	-11.18	-1.86	-0.90	37.10	62.54	96.75	100.85	80.37	0.170	0.188
625.539	40.31	491.29	-5.984	2.015	25.297	21.651	96.23	1923.41	938.93	-1041.46	-20.74	-5.90	-1.85	-0.90	37.10	62.52	96.73	100.84	80.40	0.168	0.187
625.559	40.34	491.64	-5.985	2.015	25.299	21.650	96.36	1899.97	907.60	-1042.01	-32.38	-2.99	-1.82	-0.87	37.03	62.49	96.71	100.82	80.39	0.169	0.187
625.579	40.36	492.47	-5.990	2.007	25.300	21.624	96.29	1975.34	924.21	-1094.69	-40.25	-9.85	-1.80	-0.84	36.93	62.46	96.71	100.84	80.38	0.170	0.188
625.599	40.35	493.05	-5.982	2.010	25.300	21.596	96.23	2076.58	973.93	-1142.87	-36.50	-20.41	-1.82	-0.85	36.87	62.51	96.75	100.92	80.40	0.171	0.190
625.619	40.34	493.09	-5.985	2.006	25.299	21.587	96.16	2112.74	992.96	-1146.42	-25.43	-20.78	-1.84	-0.87	36.83	62.49	96.75	100.94	80.36	0.172	0.190
625.639	40.32	492.78	-5.982	2.015	25.295	21.590	96.23	2034.22	970.02	-1092.04	-19.22	-14.94	-1.86	-0.89	36.79	62.48	96.75	100.95	80.39	0.172	0.190
625.659	40.30	492.43	-5.990	2.012	25.299	21.596	96.29	1938.15	925.98	-1029.67	-25.38	-4.13	-1.88	-0.90	36.67	62.43	96.68	100.92	80.37	0.171	0.190
625.679	40.26	492.50	-5.987	2.012	25.292	21.570	96.23	1918.47	912.77	-1030.31	-32.00	1.33	-1.86	-0.89	36.87	62.42	96.64	100.91	80.40	0.173	0.191
625.699	40.23	492.86	-5.984	2.015	25.283	21.540	96.23	1973.53	936.04	-1093.57	-32.28	-9.21	-1.80	-0.86	36.99	62.42	96.67	100.95	80.37	0.174	0.193
625.719	40.23	493.01	-5.981	2.007	25.287	21.530	96.16	2078.35	965.84	-1147.21	-35.91	-17.51	-1.81	-0.84	36.87	62.40	96.68	100.98	80.36	0.174	0.193
625.739	40.21	492.47	-5.984	2.012	25.282	21.544	96.29	2118.82	989.53	-1153.15	-29.03	-22.96	-1.84	-0.86	36.75	62.40	96.68	101.00	80.38	0.173	0.193
625.759	40.19	491.61	-5.981	2.016	25.281	21.572	96.29	2053.50	990.12	-1114.83	-16.41	-19.38	-1.84	-0.89	36.77	62.39	96.67	101.01	80.36	0.172	0.191
625.779	40.14	490.63	-5.985	2.012	25.278	21.590	96.29	1962.97	953.20	-1057.19	-20.91	-5.17	-1.86	-0.90	36.75	62.36	96.65	100.98	80.37	0.171	0.190
625.799	40.08	490.20	-5.988	2.012	25.280	21.576	96.23	1926.29	925.21	-1052.28	-32.07	-0.95	-1.83	-0.88	36.77	62.35	96.64	100.94	80.33	0.172	0.191
625.819	40.03	490.16	-5.984	2.018	25.275	21.550	96.23	1980.14	943.82	-1104.87	-37.63	-7.48	-1.79	-0.85	36.77	62.29	96.65	100.97	80.36	0.173	0.192
625.839	40.01	489.96	-5.978	2.010	25.274	21.549	96.23	2084.44	981.90	-1156.01	-39.07	-15.91	-1.80	-0.85	36.77	62.26	96.68	101.02	80.34	0.173	0.192
625.859	39.99	489.42	-5.987	2.018	25.273	21.563	96.16	2124.97	1006.55	-1170.76	-31.37	-22.28	-1.82	-0.86	36.79	62.26	96.70	101.05	80.36	0.172	0.192
625.879	40.00	488.60	-5.984	2.016	25.273	21.601	96.29	2074.43	999.06	-1137.83	-18.45	-17.01	-1.82	-0.88	36.65	62.23	96.70	101.05	80.34	0.170	0.190
625.899	40.04	487.85	-5.987	2.009	25.273	21.654	96.36	1986.58	963.02	-1080.64	-17.91	-4.91	-1.84	-0.89	36.79	62.18	96.68	101.05	80.33	0.167	0.187
625.919	40.07	487.74	-5.981	2.016	25.275	21.677	96.36	1938.06	944.57	-1053.78	-30.08	-3.28	-1.84	-0.90	36.75	62.13	96.67	101.02	80.35	0.166	0.185
625.939	40.06	488.01	-5.988	2.010	25.270	21.660	96.23	1985.96	952.42	-1091.66	-39.87	-7.74	-1.82	-0.87	36.77	62.11	96.65	101.04	80.32	0.167	0.186
625.959	40.07	488.21	-5.984	2.006	25.273	21.659	96.29	2078.87	989.96	-1147.49	-40.27	-16.01	-1.81	-0.86	36.79	62.08	96.70	101.08	80.37	0.167	0.186
625.979	40.09	488.09	-5.984	2.016	25.271	21.672	96.09	2111.77	1022.78	-1178.21	-29.92	-27.81	-1.79	-0.87	36.89	62.07	96.67	101.13	80.31	0.166	0.186
625.999	40.13	487.54	-5.985	2.009	25.277	21.721	96.16	2075.41	1019.00	-1153.19	-18.84	-22.24	-1.80	-0.88	36.67	62.01	96.67	101.17	80.33	0.164	0.183
626.019	40.19	487.07	-5.982	2.015	25.273	21.775	96.23	1986.59	989.95	-1085.69	-22.09	-8.29	-1.83	-0.91	36.91	62.04	96.62	101.13	80.31	0.161	0.180
626.039	40.24	487.03	-5.984	2.010	25.272	21.802	96.23	1931.25	971.08	-1058.47	-31.30	-0.60	-1.82	-0.92	36.93	61.97	96.60	101.14	80.32	0.159	0.179
626.059	40.28	487.15	-5.981	2.007	25.275	21.817	96.29	1966.39	987.53	-1083.26	-39.25	-1.26	-1.82	-0.91	36.77	61.94	96.64	101.13	80.33	0.158	0.178
626.079	40.28	487.31	-5.979	2.012	25.272	21.813	96.29	2037.17	1031.46	-1144.40	-37.66	-14.28	-1.78	-0.90	36.91	61.89	96.67	101.21	80.31	0.159	0.178
626.099	40.30	486.99	-5.988	2.013	25.272	21.834	96.29	2079.77	1065.08	-1178.54	-30.75	-24.23	-1.76	-0.90	36.93	61.91	96.68	101.21	80.33	0.157	0.177
626.119	40.32	486.33	-5.982	2.010	25.272	21.877	96.16	2054.64	1061.38	-1159.83	-21.09	-21.20	-1.77	-0.92	36.97	61.92	96.65	101.26	80.29	0.155	0.175
626.139	40.32	485.47	-5.981	2.013	25.276	21.916	96.23	1953.50	1030.38	-1090.69	-19.77	-11.80	-1.79	-0.94	37.06	61.85	96.64	101.24	80.32	0.153	0.172
626.159	40.32	484.88	-5.984	2.016	25.273	21.939	96.23	1876.09	1016.33	-1041.35	-27.00	-3.95	-1.80	-0.98	37.12	61.82	96.60	101.21	80.29	0.152	0.171
626.179	40.32	484.81	-5.984	2.023	25.277	21.945	96.16	1896.15	1018.95	-1070.00	-35.47	-4.54	-1.77	-0.95	37.12	61.82	96.60	101.20	80.32	0.152	0.171
