TIRF Data File: Project 1320; Run 116
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
sec	kph	rpm	deg	deg	cm	cm	kPa	N	N	N	N-m	N-m	none	none	deg C	deg C	deg C	deg C	deg F	none	SAE
92.400	40.21	365.76	-0.008	0.030	25.107	29.170	55.10	-1820.57	-10.51	-693.38	34.94	-53.97	2.63	0.02	36.65	73.59	83.36	81.30	79.92	-0.139	-0.117
92.420	40.18	366.03	-0.015	0.024	25.111	29.124	54.97	-1853.84	-2.77	-713.48	33.70	-61.17	2.60	0.00	36.59	73.59	83.34	81.31	79.89	-0.138	-0.116
92.440	40.16	366.85	-0.012	0.030	25.107	29.046	55.10	-1837.90	6.93	-715.77	41.64	-61.14	2.57	-0.01	36.36	73.56	83.28	81.31	79.92	-0.136	-0.113
92.460	40.11	367.79	-0.003	0.021	25.109	28.938	55.04	-1791.13	3.85	-707.17	52.60	-54.04	2.53	-0.01	36.53	73.51	83.20	81.30	79.91	-0.132	-0.110
92.480	40.07	368.69	-0.015	0.024	25.115	28.837	55.04	-1745.09	-3.22	-671.80	49.96	-39.69	2.60	0.00	36.63	73.44	83.09	81.23	79.91	-0.129	-0.107
92.500	40.04	369.24	-0.018	0.027	25.110	28.771	55.10	-1716.76	8.21	-635.17	39.19	-30.49	2.70	-0.01	36.53	73.34	82.95	81.14	79.92	-0.127	-0.105
92.520	40.04	369.67	-0.019	0.025	25.116	28.737	55.24	-1726.41	13.58	-621.07	30.48	-38.69	2.78	-0.02	36.51	73.37	82.87	81.01	79.89	-0.126	-0.104
92.540	40.00	370.02	-0.014	0.030	25.115	28.683	55.10	-1754.20	-3.73	-652.67	33.13	-47.19	2.69	0.01	36.49	73.25	82.77	80.92	79.92	-0.124	-0.102
92.560	39.99	370.25	-0.019	0.025	25.114	28.655	55.10	-1790.17	-14.60	-693.32	36.21	-49.03	2.58	0.02	36.47	73.22	82.72	80.88	79.88	-0.124	-0.101
92.580	39.97	370.80	-0.011	0.028	25.114	28.600	55.04	-1836.15	-2.91	-709.50	33.54	-57.71	2.59	0.00	36.44	73.19	82.65	80.89	79.93	-0.122	-0.099
92.600	39.96	371.58	-0.009	0.028	25.114	28.529	55.17	-1836.30	2.07	-716.30	40.18	-63.62	2.56	0.00	36.53	73.16	82.63	80.88	79.90	-0.120	-0.097
92.620	39.95	372.60	-0.017	0.025	25.118	28.448	55.10	-1789.69	-1.12	-711.62	52.15	-56.11	2.51	0.00	36.59	73.16	82.57	80.84	79.92	-0.117	-0.095
92.640	39.97	373.54	-0.018	0.024	25.119	28.387	55.04	-1752.75	-5.32	-672.75	48.40	-40.90	2.61	0.01	36.38	73.06	82.47	80.76	79.92	-0.115	-0.093
92.660	39.94	374.28	-0.019	0.024	25.120	28.314	55.10	-1739.02	6.18	-626.66	35.72	-32.81	2.78	-0.01	36.28	73.00	82.33	80.63	79.90	-0.113	-0.090
92.680	39.94	374.91	-0.018	0.021	25.123	28.263	55.04	-1747.85	9.64	-613.83	31.47	-39.42	2.85	-0.02	36.34	72.91	82.27	80.50	79.92	-0.111	-0.089
92.700	39.96	375.41	-0.008	0.018	25.124	28.242	55.04	-1786.12	-6.08	-639.10	34.59	-48.16	2.79	0.01	36.34	72.83	82.14	80.39	79.89	-0.110	-0.088
92.720	40.00	375.88	-0.015	0.030	25.115	28.236	55.10	-1826.02	-14.51	-680.72	38.88	-51.24	2.68	0.02	36.30	72.81	82.06	80.33	79.93	-0.111	-0.088
92.740	40.05	376.47	-0.017	0.022	25.117	28.225	55.04	-1857.36	-11.62	-699.87	35.98	-57.36	2.65	0.02	36.30	72.75	82.00	80.31	79.88	-0.110	-0.088
92.760	40.10	377.45	-0.018	0.030	25.117	28.188	55.17	-1842.46	-5.53	-700.55	39.12	-60.50	2.63	0.01	36.28	72.72	81.95	80.27	79.92	-0.109	-0.086
92.780	40.14	378.42	-0.017	0.027	25.118	28.145	55.10	-1794.67	-4.56	-698.74	52.11	-53.18	2.57	0.01	36.20	72.68	81.91	80.23	79.91	-0.108	-0.085
92.800	40.19	379.24	-0.050	0.024	25.119	28.119	55.04	-1757.26	-5.19	-673.45	52.91	-39.96	2.61	0.01	36.20	72.58	81.80	80.16	79.92	-0.107	-0.084
92.820	40.21	379.99	-0.011	0.027	25.116	28.074	55.04	-1728.11	1.27	-628.58	36.50	-31.64	2.75	0.00	35.96	72.47	81.70	79.98	79.92	-0.105	-0.083
92.840	40.19	380.30	-0.018	0.025	25.116	28.041	54.97	-1718.55	5.22	-614.80	27.99	-37.91	2.80	-0.01	36.20	72.43	81.56	79.87	79.89	-0.104	-0.082
92.860	40.23	380.57	-0.017	0.021	25.113	28.047	54.97	-1760.41	-3.46	-649.63	35.34	-48.97	2.71	0.01	36.22	72.39	81.46	79.72	79.93	-0.105	-0.082
92.880	40.26	380.81	-0.017	0.033	25.107	28.053	55.17	-1807.37	-14.67	-692.19	37.95	-51.04	2.61	0.02	36.18	72.34	81.40	79.68	79.89	-0.105	-0.082
92.900	40.28	381.24	-0.017	0.028	25.112	28.034	55.10	-1827.28	-16.06	-708.64	33.64	-57.22	2.58	0.02	36.24	72.31	81.32	79.62	79.92	-0.104	-0.081
92.920	40.30	381.98	-0.014	0.021	25.111	27.989	55.10	-1801.83	-6.82	-715.01	41.34	-63.01	2.52	0.01	36.10	72.28	81.29	79.59	79.89	-0.103	-0.080
92.940	40.31	382.88	-0.012	0.049	25.105	27.930	55.10	-1745.66	-1.70	-707.99	53.21	-51.20	2.47	0.00	36.04	72.21	81.21	79.55	79.92	-0.101	-0.078
92.960	40.29	383.62	-0.018	0.027	25.114	27.863	55.04	-1712.90	-4.81	-669.11	47.63	-37.13	2.56	0.01	36.14	72.18	81.12	79.44	79.91	-0.099	-0.076
92.980	40.29	384.29	-0.017	0.025	25.118	27.818	55.04	-1704.95	-0.91	-628.52	33.87	-34.32	2.71	0.00	35.85	72.11	80.96	79.30	79.90	-0.097	-0.074
93.000	40.31	384.75	-0.014	0.027	25.116	27.794	54.97	-1710.94	6.62	-623.17	31.74	-38.68	2.75	-0.01	36.02	72.07	80.90	79.16	79.92	-0.096	-0.073
93.020	40.29	385.15	-0.018	0.025	25.114	27.753	55.04	-1752.94	-5.66	-652.45	35.31	-47.36	2.69	0.01	36.00	72.02	80.82	79.08	79.89	-0.095	-0.072
93.040	40.28	385.69	-0.015	0.027	25.114	27.710	55.10	-1784.32	-23.67	-696.06	35.30	-51.59	2.56	0.03	36.04	72.02	80.74	79.04	79.92	-0.094	-0.071
93.060	40.27	386.47	-0.017	0.027	25.114	27.645	55.04	-1767.57	-19.62	-714.66	34.98	-55.40	2.47	0.03	36.02	72.01	80.69	79.02	79.88	-0.092	-0.068
93.080	40.27	387.45	-0.018	0.025	25.114	27.575	54.97	-1727.94	-7.01	-716.03	45.65	-61.23	2.41	0.01	35.92	71.99	80.66	79.04	79.92	-0.089	-0.066
93.100	40.27	388.31	-0.017	0.025	25.116	27.517	55.17	-1685.71	-10.28	-703.49	55.45	-49.78	2.40	0.01	35.87	71.93	80.60	79.00	79.90	-0.087	-0.064
93.120	40.25	389.01	-0.017	0.027	25.120	27.455	55.10	-1640.33	-9.19	-658.33	44.85	-32.29	2.49	0.01	35.87	71.88	80.54	78.91	79.91	-0.085	-0.062
93.140	40.22	389.48	-0.015	0.022	25.123	27.396	54.97	-1615.79	0.27	-631.69	33.14	-32.86	2.56	0.00	36.16	71.82	80.42	78.79	79.91	-0.083	-0.060
93.160	40.19	389.84	-0.017	0.022	25.119	27.356	55.04	-1620.27	-0.47	-641.53	32.53	-40.74	2.53	0.00	36.00	71.74	80.36	78.71	79.89	-0.082	-0.059
93.180	40.20	390.03	-0.015	0.033	25.119	27.345	55.04	-1642.84	-9.58	-684.57	37.86	-45.92	2.40	0.01	36.06	71.67	80.30	78.62	79.92	-0.081	-0.058
93.200	40.22	390.38	-0.018	0.025	25.120	27.333	55.10	-1672.78	-19.86	-717.74	35.17	-54.63	2.33	0.03	36.06	71.69	80.27	78.60	79.88	-0.081	-0.058
93.220	40.24	391.01	-0.011	0.033	25.121	27.302	55.10	-1663.02	-16.58	-725.86	36.28	-58.85	2.29	0.02	36.06	71.61	80.20	78.59	79.92	-0.080	-0.057
93.240	40.24	391.87	-0.014	0.022	25.129	27.245	55.10	-1620.04	-7.90	-711.62	46.14	-54.62	2.28	0.01	36.04	71.58	80.16	78.60	79.88	-0.078	-0.055
93.260	40.26	392.77	-0.017	0.021	25.129	27.199	55.10	-1580.72	-4.32	-677.44	50.16	-42.00	2.33	0.01	36.06	71.57	80.08	78.55	79.91	-0.076	-0.053
93.280	40.30	393.59	-0.014	0.024	25.130	27.164	54.97	-1534.32	5.05	-636.62	41.43	-30.40	2.41	-0.01	35.94	71.44	79.98	78.42	79.90	-0.075	-0.052
93.300	40.27	394.33	-0.017	0.021	25.133	27.094	55.04	-1514.60	7.62	-615.58	31.80	-33.62	2.46	-0.01	36.00	71.38	79.87	78.33	79.88	-0.072	-0.049
93.320	40.23	394.84	-0.015	0.028	25.131	27.031	55.10	-1530.60	-0.84	-639.01	32.93	-42.48	2.40	0.00	36.04	71.33	79.78	78.24	79.89	-0.070	-0.047
93.340	40.23	395.42	-0.014	0.033	25.128	26.994	55.10	-1530.67	-2.26	-686.81	39.14	-44.98	2.23	0.00	36.04	71.26	79.68	78.20	79.87	-0.069	-0.046
93.360	40.25	395.93	-0.012	0.028	25.131	26.969	55.10	-1510.80	-0.96	-707.41	36.75	-52.56	2.14	0.00	36.22	71.29	79.61	78.14	79.90	-0.068	-0.045
93.380	40.25	396.71	-0.011	0.031	25.131	26.916	55.10	-1480.88	0.41	-705.60	42.52	-58.58	2.10	0.00	35.98	71.17	79.57	78.17	79.86	-0.066	-0.043
93.400	40.25	397.42	-0.017	0.021	25.131	26.874	55.10	-1445.96	7.82	-682.76	54.36	-50.59	2.12	-0.01	36.04	71.13	79.48	78.13	79.90	-0.065	-0.042
93.420	40.27	398.08	0.004	0.027	25.136	26.839	55.04	-1422.81	18.72	-637.55	51.06	-35.60	2.23	-0.03	35.92	71.12	79.37	78.04	79.88	-0.063	-0.040
93.440	40.26	398.78	-0.012	0.031	25.133	26.785	55.10	-1397.30	26.54	-595.46	35.40	-29.86	2.35	-0.04	36.02	71.01	79.27	77.95	79.88	-0.062	-0.038
93.460	40.27	399.57	-0.019	0.024	25.130	26.739	55.17	-1374.36	29.32	-598.49	32.64	-36.80	2.30	-0.05	35.77	70.94	79.16	77.87	79.88	-0.060	-0.037
93.480	40.27	400.11	-0.014	0.022	25.129	26.705	55.17	-1384.28	18.40	-645.34	39.93	-43.95	2.15	-0.03	35.83	70.91	79.12	77.79	79.87	-0.059	-0.036
93.500	40.27	400.78	-0.017	0.027	25.124	26.658	55.10	-1384.88	0.09	-686.66	34.02	-47.96	2.02	0.00	35.81	70.85	79.04	77.73	79.90	-0.058	-0.034
93.520	40.27	401.52	-0.018	0.022	25.119	26.609	55.24	-1346.62	-0.01	-699.38	32.35	-52.51	1.93	0.00	35.77	70.82	78.99	77.71	79.86	-0.056	-0.032
93.540	40.28	402.30	-0.022	0.024	25.120	26.563	55.17	-1316.53	18.22	-694.88	46.61	-52.77	1.89	-0.03	35.75	70.74	78.91	77.69	79.90	-0.054	-0.030
93.560	40.30	403.16	-0.018	0.024	25.119	26.522	55.31	-1277.02	19.80	-668.70	55.51	-39.32	1.91	-0.03	35.67	70.66	78.87	77.63	79.86	-0.053	-0.029
93.580	40.31	403.98	-0.019	0.024	25.120	26.474	55.31	-1240.44	13.28	-614.55	42.23	-28.94	2.02	-0.02	35.69	70.57	78.72	77.50	79.89	-0.051	-0.027
93.600	40.32	404.69	-0.014	0.028	25.116	26.437	55.31	-1218.73	14.96	-593.99	31.71	-30.54	2.05	-0.03	35.61	70.52	78.63	77.37	79.88	-0.050	-0.026
93.620	40.30	405.27	-0.012	0.025	25.110	26.384	55.37	-1197.21	17.15	-639.70	40.21	-37.87	1.87	-0.03	35.59	70.41	78.50	77.29	79.88	-0.048	-0.024
93.640	40.30	405.86	-0.009	0.027	25.110	26.343	55.44	-1156.65	-2.55	-689.68	36.90	-42.69	1.68	0.00	35.65	70.38	78.42	77.20	79.89	-0.047	-0.022
93.660	40.31	406.29	-0.017	0.028	25.106	26.324	55.44	-1098.53	-8.50	-719.60	30.83	-47.24	1.53	0.01	35.59	70.30	78.33	77.17	79.87	-0.046	-0.022
93.680	40.34	406.68	-0.019	0.022	25.111	26.317	55.37	-1049.74	11.11	-725.97	42.09	-51.44	1.45	-0.02	35.53	70.24	78.25	77.13	79.90	-0.046	-0.021
93.700	40.36	407.03	-0.015	0.024	25.109	26.306	55.37	-1028.17	13.40	-699.80	51.29	-43.03	1.47	-0.02	35.55	70.19	78.16	77.05	79.86	-0.046	-0.021
93.720	40.37	407.42	-0.018	0.024	25.113	26.290	55.37	-990.70	5.62	-651.32	42.90	-25.88	1.52	-0.01	35.55	70.06	78.01	76.92	79.90	-0.045	-0.020
93.740	40.42	408.16	-0.018	0.030	25.111	26.273	55.44	-930.29	9.29	-624.89	33.89	-23.24	1.49	-0.01	35.51	69.96	77.89	76.76	79.87	-0.044	-0.020
93.760	40.42	408.83	-0.018	0.022	25.113	26.230	55.37	-869.94	15.46	-634.10	33.59	-30.92	1.37	-0.02	35.47	69.86	77.76	76.60	79.88	-0.043	-0.018
93.780	40.42	409.30	-0.018	0.024	25.113	26.200	55.44	-805.18	4.88	-688.72	38.06	-33.75	1.17	-0.01	35.39	69.74	77.67	76.46	79.89	-0.042	-0.017
93.800	40.40	409.69	-0.021	0.024	25.115	26.166	55.37	-745.17	-7.17	-742.83	37.64	-37.97	1.00	0.01	35.49	69.65	77.54	76.36	79.87	-0.040	-0.016
93.820	40.40	410.00	-0.022	0.025	25.118	26.143	55.44	-699.13	-3.23	-760.14	37.73	-41.98	0.92	0.00	35.34	69.57	77.45	76.27	79.90	-0.039	-0.015
93.840	40.41	410.43	-0.021	0.022	25.125	26.121	55.51	-651.99	10.11	-738.58	46.43	-36.39	0.88	-0.01	35.55	69.49	77.34	76.20	79.85	-0.038	-0.014
93.860	40.40	411.10	-0.017	0.022	25.135	26.073	55.37	-593.89	25.51	-704.22	56.73	-24.43	0.84	-0.04	35.53	69.36	77.24	76.05	79.89	-0.036	-0.012
93.880	40.39	411.80	-0.019	0.021	25.141	26.023	55.44	-519.16	13.41	-665.61	45.64	-13.51	0.78	-0.02	35.49	69.17	77.13	75.89	79.85	-0.034	-0.010
93.900	40.38	412.42	-0.018	0.028	25.145	25.977	55.44	-454.97	-6.53	-665.09	36.05	-16.11	0.68	0.01	35.47	69.02	77.04	75.71	79.88	-0.032	-0.009
93.920	40.34	412.93	-0.022	0.024	25.150	25.921	55.57	-409.19	-2.40	-696.24	39.83	-23.67	0.59	0.00	35.55	68.92	76.94	75.56	79.86	-0.030	-0.006
93.940	40.33	412.93	-0.017	0.027	25.153	25.912	55.37	-363.22	7.02	-731.00	40.43	-24.77	0.50	-0.01	35.22	68.75	76.88	75.44	79.85	-0.029	-0.006
93.960	40.32	412.78	-0.017	0.025	25.163	25.913	55.31	-330.41	14.50	-747.01	39.79	-30.49	0.44	-0.02	35.53	68.63	76.83	75.34	79.86	-0.029	-0.006
93.980	40.29	412.78	-0.021	0.025	25.175	25.898	55.44	-315.96	12.56	-736.81	45.91	-30.91	0.43	-0.02	35.49	68.51	76.75	75.23	79.83	-0.028	-0.006
94.000	40.27	412.82	-0.019	0.024	25.179	25.881	55.37	-277.94	10.08	-695.19	54.95	-16.17	0.40	-0.01	35.51	68.37	76.69	75.08	79.85	-0.027	-0.005
94.020	40.25	413.17	-0.019	0.022	25.187	25.847	55.37	-227.70	14.21	-643.70	53.69	-6.28	0.35	-0.02	35.49	68.22	76.60	74.91	79.82	-0.026	-0.004
94.040	40.24	413.52	-0.015	0.030	25.186	25.816	55.44	-185.42	8.86	-614.68	42.74	-8.54	0.30	-0.01	35.45	68.05	76.52	74.72	79.85	-0.024	-0.002
94.060	40.23	413.79	-0.021	0.021	25.188	25.796	55.31	-137.29	-3.68	-637.83	38.66	-13.88	0.22	0.01	35.45	67.88	76.50	74.53	79.82	-0.024	-0.002
94.080	40.22	413.87	-0.018	0.021	25.190	25.782	55.37	-78.16	-3.92	-688.93	39.93	-16.98	0.11	0.01	35.43	67.80	76.44	74.43	79.84	-0.023	-0.001
94.100	40.18	413.99	-0.021	0.021	25.192	25.748	55.24	25.32	6.05	-719.99	38.67	-17.24	-0.04	-0.01	35.41	67.71	76.44	74.30	79.83	-0.022	0.000
94.120	40.17	414.26	-0.022	0.021	25.194	25.728	55.24	107.31	16.25	-716.05	40.61	-16.99	-0.15	-0.02	35.43	67.59	76.44	74.18	79.82	-0.021	0.001
94.140	40.18	414.65	-0.022	0.024	25.193	25.706	55.10	135.30	18.41	-681.55	46.09	-10.13	-0.20	-0.03	35.41	67.46	76.44	74.05	79.84	-0.020	0.002
94.160	40.21	415.24	-0.019	0.021	25.202	25.691	55.31	206.72	19.07	-627.47	44.33	6.23	-0.33	-0.03	35.39	67.36	76.39	73.94	79.79	-0.019	0.002
94.180	40.24	416.14	-0.008	0.027	25.202	25.653	55.10	285.84	6.72	-590.86	31.51	10.55	-0.48	-0.01	35.41	67.26	76.39	73.79	79.84	-0.018	0.004
94.200	40.28	417.04	-0.021	0.022	25.199	25.628	55.10	351.85	-1.93	-596.45	21.86	2.65	-0.59	0.00	35.32	67.20	76.33	73.66	79.80	-0.017	0.005
94.220	40.32	417.70	-0.019	0.025	25.195	25.611	55.17	457.18	3.22	-652.69	26.17	-2.18	-0.70	0.00	35.37	67.14	76.34	73.59	79.83	-0.016	0.006
94.240	40.33	418.33	-0.017	0.030	25.196	25.581	55.04	558.65	19.40	-692.69	28.71	-5.76	-0.81	-0.03	35.43	67.04	76.30	73.55	79.80	-0.015	0.007
94.260	40.36	418.83	-0.018	0.024	25.193	25.565	55.10	620.31	38.04	-692.11	29.77	-7.93	-0.90	-0.05	35.35	66.92	76.28	73.53	79.80	-0.015	0.007
94.280	40.37	419.46	-0.015	0.002	25.202	25.536	55.10	659.90	40.77	-668.05	38.29	-1.81	-0.99	-0.06	35.37	66.88	76.25	73.49	79.82	-0.013	0.009
94.300	40.40	420.28	-0.017	0.031	25.193	25.506	55.10	700.53	22.83	-615.86	37.66	9.17	-1.14	-0.04	35.37	66.79	76.17	73.43	79.78	-0.012	0.010
94.320	40.44	421.45	-0.019	0.027	25.190	25.456	55.10	778.92	4.47	-582.75	23.38	16.57	-1.34	-0.01	35.34	66.70	76.11	73.34	79.82	-0.010	0.012
94.340	40.49	422.82	-0.019	0.027	25.190	25.406	55.10	882.95	5.33	-606.64	16.51	13.60	-1.46	-0.01	35.32	66.69	76.05	73.30	79.78	-0.008	0.014
94.360	40.53	424.23	-0.021	0.021	25.184	25.348	55.04	999.10	10.49	-673.38	16.04	3.76	-1.48	-0.02	35.26	66.63	76.00	73.26	79.82	-0.006	0.016
94.380	40.58	425.24	-0.019	0.021	25.180	25.316	55.10	1102.10	14.18	-724.55	14.14	0.32	-1.52	-0.02	35.10	66.61	75.98	73.24	79.79	-0.005	0.017
94.400	40.60	426.14	-0.018	0.027	25.183	25.277	55.10	1158.58	32.04	-737.10	21.79	1.00	-1.57	-0.04	35.20	66.57	75.94	73.24	79.80	-0.004	0.019
94.420	40.65	427.04	-0.017	0.020	25.190	25.256	54.97	1182.90	35.84	-706.34	29.01	5.00	-1.67	-0.05	35.22	66.55	75.89	73.21	79.80	-0.003	0.020
94.440	40.67	428.17	-0.022	0.021	25.188	25.204	55.04	1218.38	15.11	-664.83	29.56	19.29	-1.83	-0.02	35.00	66.53	75.79	73.11	79.78	-0.001	0.022
94.460	40.70	429.74	-0.017	0.008	25.193	25.129	55.10	1271.92	-1.40	-636.05	22.85	30.82	-2.00	0.00	35.18	66.45	75.71	73.05	79.81	0.003	0.025
94.480	40.73	431.42	-0.025	0.025	25.193	25.046	55.17	1334.94	-7.84	-646.28	11.32	26.25	-2.07	0.01	35.14	66.38	75.60	72.92	79.78	0.006	0.028
94.500	40.77	433.10	-0.022	0.021	25.198	24.974	55.10	1437.01	-9.59	-699.41	9.20	16.76	-2.05	0.01	35.14	66.35	75.53	72.85	79.81	0.009	0.031
94.520	40.81	434.43	-0.019	0.024	25.201	24.923	55.24	1546.37	4.55	-738.95	13.11	11.06	-2.09	-0.01	35.14	66.25	75.43	72.79	79.78	0.011	0.033
94.540	40.83	435.60	-0.019	0.021	25.213	24.871	55.10	1600.57	23.93	-743.33	18.33	8.51	-2.15	-0.03	35.24	66.19	75.32	72.73	79.81	0.014	0.036
94.560	40.82	436.34	-0.019	0.022	25.225	24.823	55.24	1600.59	23.59	-725.35	31.20	15.41	-2.21	-0.03	35.10	66.15	75.26	72.63	79.80	0.016	0.038
94.580	40.80	437.28	-0.015	0.017	25.230	24.752	55.04	1571.90	-4.39	-673.58	31.46	25.88	-2.33	0.01	35.10	66.00	75.12	72.50	79.81	0.019	0.040
94.600	40.77	438.69	-0.021	0.022	25.235	24.656	55.10	1582.81	-27.52	-644.67	22.02	34.85	-2.46	0.04	35.10	65.91	75.04	72.42	79.82	0.023	0.045
94.620	40.74	440.33	-0.011	0.024	25.232	24.547	55.04	1673.03	-31.63	-655.75	8.35	36.01	-2.55	0.05	35.10	65.77	74.94	72.33	79.78	0.028	0.049
94.640	40.67	441.89	-0.017	0.024	25.242	24.421	55.24	1784.84	-22.48	-700.99	4.70	24.26	-2.55	0.03	35.14	65.68	74.90	72.29	79.82	0.034	0.055
94.660	40.62	443.14	-0.024	0.022	25.248	24.322	55.24	1885.12	-16.47	-739.17	10.42	17.19	-2.55	0.02	35.18	65.59	74.90	72.30	79.78	0.038	0.059
94.680	40.60	443.96	-0.018	0.022	25.258	24.263	55.31	1926.88	-15.74	-737.34	15.87	21.57	-2.61	0.02	35.20	65.55	74.88	72.29	79.82	0.041	0.061
94.700	40.50	444.51	-0.019	0.025	25.267	24.174	55.37	1874.94	-22.26	-709.84	25.21	26.64	-2.64	0.03	35.16	65.43	74.90	72.27	79.79	0.045	0.065
94.720	40.38	445.45	-0.019	0.024	25.274	24.049	55.31	1784.57	-41.85	-670.34	27.70	36.87	-2.66	0.06	35.14	65.27	74.85	72.24	79.81	0.051	0.071
94.740	40.24	447.13	-0.022	0.021	25.278	23.878	55.44	1737.61	-45.98	-642.82	17.88	40.72	-2.70	0.07	35.24	65.25	74.88	72.20	79.80	0.059	0.079
94.760	40.10	449.32	-0.015	0.022	25.284	23.679	55.37	1767.00	-40.12	-661.05	10.74	29.54	-2.67	0.06	35.30	65.22	74.93	72.20	79.79	0.068	0.088
94.780	39.98	451.78	-0.019	0.028	25.290	23.481	55.37	1839.08	-39.19	-700.61	9.62	23.62	-2.62	0.06	35.34	65.22	74.97	72.27	79.82	0.077	0.097
94.800	39.89	453.81	-0.015	0.024	25.291	23.319	55.37	1862.23	-30.07	-718.12	15.98	17.53	-2.59	0.04	35.35	65.22	75.02	72.36	79.78	0.085	0.104
94.820	39.81	455.57	-0.019	0.018	25.300	23.183	55.37	1836.12	-28.23	-698.37	24.43	16.72	-2.63	0.04	35.16	65.22	75.05	72.39	79.82	0.091	0.111
94.840	39.76	457.33	-0.021	0.022	25.307	23.067	55.44	1775.80	-38.31	-657.93	28.29	30.29	-2.70	0.06	35.32	65.25	75.12	72.46	79.78	0.097	0.117
94.860	39.72	459.09	-0.018	0.027	25.306	22.954	55.51	1693.80	-45.80	-621.74	23.72	38.15	-2.72	0.07	35.30	65.27	75.16	72.52	79.81	0.102	0.122
94.880	39.70	461.04	-0.018	0.025	25.309	22.846	55.44	1663.35	-50.86	-619.29	10.32	36.57	-2.69	0.08	35.26	65.31	75.18	72.56	79.80	0.108	0.127
94.900	39.72	462.80	-0.021	0.015	25.311	22.770	55.37	1717.05	-43.37	-656.23	6.57	28.12	-2.62	0.07	35.37	65.40	75.26	72.66	79.80	0.112	0.131
94.920	39.73	464.21	-0.017	0.025	25.309	22.709	55.44	1777.32	-28.43	-693.30	15.65	17.98	-2.56	0.04	35.55	65.50	75.35	72.78	79.82	0.114	0.134
94.940	39.76	464.91	-0.021	0.012	25.311	22.688	55.37	1799.06	-25.29	-693.19	21.59	18.36	-2.60	0.04	35.30	65.60	75.43	72.89	79.78	0.116	0.135
94.960	39.82	465.11	-0.018	0.021	25.313	22.716	55.51	1764.93	-36.25	-660.79	25.93	24.72	-2.67	0.05	35.24	65.72	75.51	73.00	79.82	0.114	0.134
94.980	39.87	465.15	-0.014	0.022	25.317	22.743	55.37	1689.64	-42.85	-622.03	27.14	33.61	-2.72	0.07	35.37	65.78	75.54	73.05	79.78	0.113	0.132
95.000	39.94	465.19	-0.018	0.027	25.314	22.781	55.44	1651.14	-45.14	-604.58	16.51	40.72	-2.73	0.07	35.28	65.87	75.60	73.13	79.82	0.111	0.131
95.020	40.00	465.54	-0.021	0.024	25.313	22.796	55.37	1663.53	-45.42	-631.75	7.00	32.00	-2.63	0.07	35.32	65.98	75.68	73.23	79.78	0.110	0.130
95.040	40.04	465.85	-0.018	0.022	25.315	22.804	55.37	1714.54	-36.58	-678.59	10.40	20.16	-2.53	0.05	35.32	66.13	75.79	73.36	79.81	0.110	0.129
95.060	40.08	465.97	-0.014	0.027	25.314	22.820	55.51	1784.31	-31.20	-699.78	18.10	17.90	-2.55	0.04	35.32	66.26	75.92	73.50	79.80	0.109	0.129
95.080	40.12	465.81	-0.033	0.025	25.312	22.851	55.37	1804.07	-36.59	-678.01	22.23	22.77	-2.66	0.05	35.34	66.36	76.03	73.66	79.79	0.108	0.127
95.100	40.17	465.54	-0.015	0.018	25.316	22.891	55.51	1745.55	-47.87	-637.79	23.51	32.25	-2.74	0.08	35.34	66.44	76.11	73.75	79.82	0.106	0.125
95.120	40.21	465.58	-0.018	0.021	25.313	22.916	55.37	1690.41	-52.68	-602.92	17.24	42.01	-2.80	0.09	35.35	66.55	76.14	73.84	79.78	0.105	0.124
95.140	40.27	466.12	-0.019	0.021	25.311	22.921	55.37	1682.93	-42.57	-603.66	7.08	38.45	-2.79	0.07	35.32	66.67	76.25	73.91	79.82	0.104	0.124
95.160	40.31	466.94	-0.022	0.018	25.312	22.904	55.57	1733.45	-37.90	-652.96	8.58	26.62	-2.65	0.06	35.57	66.79	76.38	74.01	79.78	0.105	0.124
95.180	40.30	467.80	-0.024	0.024	25.309	22.854	55.51	1802.93	-40.96	-690.01	13.62	19.31	-2.61	0.06	35.53	66.89	76.46	74.11	79.81	0.107	0.127
95.200	40.31	468.55	-0.019	0.025	25.309	22.823	55.37	1826.95	-37.42	-686.14	20.44	16.79	-2.66	0.05	35.16	66.92	76.57	74.21	79.79	0.109	0.128
95.220	40.28	469.09	-0.017	0.022	25.313	22.784	55.44	1796.09	-34.88	-653.47	29.47	25.13	-2.75	0.05	35.32	67.04	76.61	74.30	79.79	0.111	0.130
95.240	40.21	469.76	-0.019	0.025	25.312	22.712	55.44	1719.61	-40.27	-611.20	24.87	36.42	-2.81	0.07	35.35	67.08	76.61	74.33	79.80	0.114	0.134
95.260	40.16	470.85	-0.021	0.018	25.310	22.628	55.44	1662.27	-48.57	-599.81	10.64	36.11	-2.77	0.08	35.14	67.11	76.64	74.37	79.78	0.119	0.138
95.280	40.09	472.14	-0.018	0.022	25.303	22.529	55.37	1703.28	-49.05	-638.81	3.85	30.57	-2.67	0.08	35.43	67.14	76.71	74.40	79.82	0.123	0.143
95.300	40.04	473.55	-0.021	0.025	25.305	22.431	55.51	1764.92	-37.50	-685.23	10.31	19.79	-2.58	0.05	35.39	67.24	76.77	74.49	79.77	0.128	0.148
