TIRF Data File: Project 1320; Run 116
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
sec	kph	rpm	deg	deg	cm	cm	kPa	N	N	N	N-m	N-m	none	none	deg C	deg C	deg C	deg C	deg F	none	SAE
302.300	40.47	353.57	-2.983	4.024	23.677	30.330	56.11	-3385.04	1262.84	-1663.69	-27.68	43.61	2.03	-0.76	37.97	72.08	86.62	94.88	80.31	-0.219	-0.171
302.320	40.52	353.49	-2.975	4.024	23.685	30.372	55.98	-3349.18	1259.13	-1645.22	-12.21	50.76	2.04	-0.77	38.09	72.36	86.77	95.01	80.29	-0.220	-0.172
302.340	40.56	353.29	-2.969	4.026	23.683	30.421	55.98	-3295.60	1221.35	-1611.15	-11.72	60.41	2.05	-0.76	38.16	72.56	86.85	95.11	80.32	-0.222	-0.174
302.360	40.59	352.75	-2.986	4.021	23.686	30.488	55.91	-3270.58	1176.33	-1576.93	-27.03	63.54	2.07	-0.75	38.22	72.78	86.93	95.24	80.28	-0.223	-0.175
302.380	40.64	351.96	-2.984	4.024	23.691	30.595	55.98	-3321.75	1159.57	-1575.31	-31.44	51.05	2.11	-0.74	38.28	72.97	87.07	95.33	80.31	-0.226	-0.178
302.400	40.73	351.10	-2.975	4.027	23.688	30.737	55.91	-3375.66	1148.59	-1603.42	-25.01	42.44	2.11	-0.72	38.42	73.23	87.20	95.43	80.29	-0.229	-0.182
302.420	40.86	350.32	-2.984	4.026	23.692	30.904	55.71	-3399.87	1140.98	-1632.91	-24.94	45.84	2.08	-0.70	38.36	73.44	87.32	95.56	80.31	-0.233	-0.186
302.440	40.91	349.89	-2.984	4.024	23.691	30.977	55.78	-3430.11	1148.92	-1658.66	-29.65	39.92	2.07	-0.69	38.32	73.67	87.47	95.68	80.30	-0.235	-0.188
302.460	40.94	349.54	-2.984	4.023	23.697	31.030	55.84	-3430.34	1159.83	-1675.25	-26.02	34.42	2.05	-0.69	38.34	73.92	87.59	95.78	80.29	-0.236	-0.190
302.480	40.95	349.50	-2.978	4.030	23.699	31.047	55.57	-3374.32	1152.95	-1664.66	-16.78	43.09	2.03	-0.69	38.09	74.13	87.70	95.92	80.32	-0.237	-0.190
302.500	40.98	349.15	-2.983	4.030	23.707	31.096	55.51	-3324.96	1130.10	-1633.39	-9.54	52.88	2.04	-0.69	38.13	74.42	87.81	96.02	80.28	-0.238	-0.191
302.520	41.00	348.60	-2.981	4.026	23.712	31.163	55.37	-3299.01	1085.80	-1587.32	-19.17	56.95	2.08	-0.68	37.89	74.59	87.88	96.13	80.32	-0.239	-0.193
302.540	41.01	347.98	-2.978	4.032	23.711	31.222	55.37	-3300.55	1060.92	-1570.93	-25.82	52.79	2.10	-0.68	38.09	74.87	87.94	96.23	80.29	-0.241	-0.195
302.560	41.00	347.12	-2.980	4.021	23.713	31.292	55.24	-3352.42	1064.56	-1579.70	-21.69	41.07	2.12	-0.67	37.91	75.08	88.10	96.34	80.32	-0.242	-0.197
302.580	40.99	346.22	-2.983	4.018	23.714	31.367	55.24	-3404.97	1066.33	-1611.26	-14.97	35.21	2.11	-0.66	37.79	75.30	88.21	96.47	80.28	-0.244	-0.198
302.600	40.95	345.55	-2.983	4.026	23.712	31.402	55.17	-3434.72	1061.89	-1648.41	-18.06	35.77	2.08	-0.64	37.69	75.53	88.35	96.58	80.29	-0.245	-0.199
302.620	40.89	345.12	-2.977	4.020	23.717	31.395	55.17	-3449.51	1078.85	-1665.27	-25.18	33.53	2.07	-0.65	37.73	75.75	88.47	96.71	80.31	-0.245	-0.199
302.640	40.83	345.05	-2.981	4.020	23.723	31.355	55.10	-3428.38	1106.61	-1665.08	-20.47	31.68	2.06	-0.66	37.40	75.97	88.63	96.84	80.29	-0.243	-0.198
302.660	40.76	344.93	-2.986	4.021	23.729	31.312	55.10	-3379.38	1108.98	-1655.40	-5.23	36.70	2.04	-0.67	37.36	76.19	88.68	96.95	80.32	-0.242	-0.197
302.680	40.72	344.70	-2.981	4.026	23.732	31.297	54.97	-3325.23	1075.73	-1616.50	-4.37	48.51	2.06	-0.67	37.18	76.39	88.76	97.05	80.28	-0.242	-0.197
302.700	40.67	344.23	-2.981	4.023	23.736	31.304	54.90	-3279.50	1034.74	-1571.09	-19.37	53.14	2.09	-0.66	37.36	76.55	88.84	97.18	80.31	-0.242	-0.197
302.720	40.61	343.41	-2.978	4.029	23.735	31.332	54.90	-3289.04	1026.61	-1555.70	-24.27	39.85	2.11	-0.66	36.91	76.67	88.96	97.26	80.29	-0.242	-0.198
302.740	40.57	342.39	-2.983	4.024	23.738	31.393	54.83	-3327.03	1031.70	-1574.60	-14.96	30.47	2.11	-0.66	36.95	76.83	89.06	97.40	80.32	-0.244	-0.199
302.760	40.54	341.41	-2.953	4.024	23.736	31.465	54.77	-3353.10	1029.53	-1610.48	-8.42	32.56	2.08	-0.64	36.91	76.96	89.17	97.53	80.30	-0.246	-0.201
302.780	40.53	340.59	-2.981	4.021	23.739	31.526	54.77	-3389.47	1031.24	-1636.50	-14.79	28.15	2.07	-0.63	36.87	77.06	89.31	97.63	80.29	-0.247	-0.203
302.800	40.53	340.16	-2.975	4.023	23.740	31.573	54.77	-3406.84	1047.52	-1652.44	-17.56	21.96	2.06	-0.63	36.91	77.15	89.39	97.78	80.31	-0.248	-0.204
302.820	40.53	340.01	-2.986	4.021	23.739	31.584	54.83	-3380.66	1064.55	-1655.89	-8.81	26.00	2.04	-0.64	36.97	77.25	89.47	97.89	80.28	-0.248	-0.204
302.840	40.53	340.08	-2.978	4.030	23.742	31.580	54.77	-3320.53	1046.51	-1635.60	-2.95	36.90	2.03	-0.64	36.89	77.34	89.55	97.98	80.32	-0.248	-0.204
302.860	40.58	340.08	-2.980	4.024	23.746	31.613	54.77	-3265.28	1009.33	-1592.23	-9.87	47.14	2.05	-0.63	37.34	77.46	89.66	98.10	80.29	-0.249	-0.205
302.880	40.66	339.73	-2.980	4.026	23.749	31.711	54.83	-3238.02	982.11	-1563.39	-19.00	47.30	2.07	-0.63	37.69	77.53	89.69	98.23	80.31	-0.251	-0.207
302.900	40.75	339.18	-2.986	4.024	23.746	31.831	54.77	-3257.65	966.46	-1558.00	-21.62	34.61	2.09	-0.62	37.75	77.59	89.77	98.31	80.29	-0.254	-0.210
302.920	40.78	338.68	-2.983	4.030	23.746	31.905	54.77	-3302.86	961.49	-1591.35	-9.23	21.16	2.08	-0.60	37.97	77.71	89.88	98.40	80.29	-0.256	-0.212
302.940	40.81	338.21	-2.980	4.029	23.749	31.975	54.70	-3345.08	970.93	-1641.52	5.37	18.64	2.04	-0.59	38.09	77.84	89.99	98.50	80.31	-0.257	-0.214
302.960	40.85	338.01	-2.980	4.030	23.744	32.019	54.77	-3369.57	987.62	-1664.21	-1.47	22.34	2.02	-0.59	38.26	77.90	90.13	98.62	80.29	-0.258	-0.215
302.980	40.87	338.09	-2.983	4.024	23.754	32.026	54.70	-3391.00	1004.88	-1665.88	-11.17	18.05	2.04	-0.60	38.34	78.04	90.24	98.74	80.32	-0.258	-0.214
303.000	40.87	338.64	-2.980	4.026	23.757	31.978	54.56	-3384.00	1014.20	-1659.26	-6.99	16.95	2.04	-0.61	38.28	78.16	90.33	98.84	80.28	-0.257	-0.213
303.020	40.84	339.30	-2.983	4.021	23.762	31.890	54.77	-3314.48	1009.70	-1632.93	0.51	35.89	2.03	-0.62	38.54	78.25	90.44	98.95	80.32	-0.255	-0.211
303.040	40.83	339.58	-2.977	4.017	23.767	31.860	54.70	-3234.31	988.87	-1586.60	-7.30	51.62	2.04	-0.62	38.68	78.32	90.49	99.04	80.28	-0.254	-0.210
303.060	40.81	339.69	-2.986	4.026	23.767	31.831	54.70	-3223.80	964.13	-1545.43	-21.90	44.21	2.09	-0.62	38.72	78.39	90.54	99.16	80.30	-0.253	-0.210
303.080	40.77	339.46	-2.977	4.021	23.768	31.820	54.77	-3246.03	956.27	-1550.78	-20.53	32.52	2.09	-0.62	38.79	78.53	90.62	99.26	80.29	-0.253	-0.209
303.100	40.73	338.99	-2.984	4.024	23.765	31.835	54.56	-3281.64	964.74	-1587.17	-5.37	24.82	2.07	-0.61	38.91	78.51	90.66	99.39	80.28	-0.253	-0.210
303.120	40.69	338.64	-2.986	4.023	23.768	31.835	54.63	-3331.74	983.83	-1627.93	4.48	20.72	2.05	-0.60	38.93	78.64	90.74	99.49	80.30	-0.253	-0.210
303.140	40.65	338.52	-2.986	4.021	23.764	31.817	54.70	-3363.68	1000.40	-1648.72	-2.74	18.49	2.04	-0.61	39.05	78.66	90.85	99.58	80.26	-0.253	-0.209
303.160	40.61	338.68	-2.978	4.023	23.770	31.773	54.63	-3361.87	1024.15	-1663.05	-5.28	15.69	2.02	-0.62	39.13	78.74	90.92	99.66	80.30	-0.252	-0.208
303.180	40.56	339.18	-2.983	4.032	23.768	31.686	54.70	-3331.32	1039.77	-1657.29	1.80	18.83	2.01	-0.63	39.13	78.82	90.95	99.75	80.26	-0.250	-0.206
303.200	40.52	339.77	-2.987	4.021	23.776	31.595	54.63	-3283.42	1024.06	-1620.66	1.87	33.16	2.03	-0.63	39.17	78.83	91.01	99.85	80.30	-0.247	-0.204
303.220	40.49	340.12	-2.980	4.030	23.776	31.544	54.70	-3234.66	1001.47	-1570.41	-10.40	47.27	2.06	-0.64	39.11	78.89	91.04	99.91	80.26	-0.246	-0.202
303.240	40.45	340.40	-2.977	4.029	23.774	31.486	54.70	-3211.26	994.04	-1538.19	-23.61	48.11	2.09	-0.65	39.09	78.93	91.06	99.94	80.28	-0.245	-0.201
303.260	40.42	340.44	-2.977	4.020	23.776	31.461	54.77	-3242.70	994.93	-1540.21	-25.66	36.73	2.11	-0.65	39.03	78.98	91.12	100.01	80.26	-0.244	-0.200
303.280	40.39	340.36	-2.974	4.029	23.766	31.442	54.77	-3296.63	1003.98	-1576.68	-16.07	30.08	2.09	-0.64	38.85	78.99	91.18	100.11	80.24	-0.244	-0.200
303.300	40.33	340.67	-2.980	4.027	23.773	31.366	54.70	-3318.55	1023.22	-1613.90	-15.78	33.77	2.06	-0.63	38.91	79.07	91.23	100.18	80.27	-0.242	-0.198
303.320	40.28	341.02	-2.978	4.023	23.770	31.298	54.77	-3322.69	1049.59	-1627.97	-25.28	30.17	2.04	-0.64	38.85	79.08	91.29	100.29	80.23	-0.241	-0.196
303.340	40.28	341.72	-2.977	4.024	23.771	31.230	54.70	-3320.14	1084.27	-1646.56	-18.00	22.57	2.02	-0.66	38.81	79.11	91.34	100.36	80.26	-0.239	-0.194
303.360	40.31	342.47	-2.980	4.020	23.772	31.184	54.70	-3282.11	1097.00	-1645.91	-3.82	32.45	1.99	-0.67	38.70	79.20	91.36	100.45	80.23	-0.238	-0.193
303.380	40.30	343.29	-2.975	4.014	23.768	31.102	54.97	-3261.82	1080.98	-1604.29	-5.47	47.95	2.03	-0.67	38.66	79.24	91.37	100.49	80.25	-0.236	-0.191
303.400	40.31	344.07	-2.978	4.021	23.770	31.038	54.70	-3256.24	1064.83	-1546.64	-21.76	54.32	2.11	-0.69	38.22	79.23	91.39	100.52	80.24	-0.234	-0.189
303.420	40.32	344.66	-2.984	4.023	23.776	31.000	54.63	-3256.20	1076.74	-1521.33	-30.38	51.15	2.14	-0.71	38.42	79.27	91.40	100.58	80.23	-0.233	-0.188
303.440	40.34	345.24	-2.983	4.021	23.766	30.962	54.77	-3296.25	1097.75	-1541.33	-24.19	40.30	2.14	-0.71	38.30	79.24	91.37	100.59	80.25	-0.232	-0.187
303.460	40.40	345.87	-2.983	4.020	23.761	30.952	54.77	-3341.91	1104.36	-1592.16	-13.85	32.86	2.10	-0.69	38.20	79.26	91.44	100.72	80.22	-0.232	-0.187
303.480	40.45	346.57	-2.981	4.027	23.761	30.921	54.70	-3352.44	1103.95	-1620.06	-22.52	34.32	2.07	-0.68	38.07	79.27	91.50	100.79	80.25	-0.232	-0.186
303.500	40.46	347.39	-2.981	4.026	23.759	30.859	54.77	-3367.99	1146.95	-1632.04	-27.20	31.17	2.06	-0.70	38.01	79.26	91.52	100.82	80.21	-0.230	-0.185
303.520	40.51	348.25	-2.984	4.026	23.757	30.818	54.70	-3355.90	1194.52	-1635.22	-16.45	28.88	2.05	-0.73	37.95	79.29	91.56	100.89	80.25	-0.229	-0.184
303.540	40.55	349.19	-2.984	4.024	23.758	30.771	54.63	-3311.26	1179.23	-1622.13	-7.05	38.84	2.04	-0.73	37.83	79.29	91.55	100.95	80.22	-0.228	-0.182
303.560	40.60	349.89	-2.980	4.021	23.756	30.748	54.77	-3265.60	1139.32	-1578.66	-12.95	52.71	2.07	-0.72	37.67	79.27	91.50	100.97	80.22	-0.227	-0.182
303.580	40.66	350.52	-2.983	4.024	23.760	30.735	54.56	-3229.34	1124.92	-1527.43	-29.54	56.11	2.11	-0.74	37.67	79.36	91.50	100.98	80.22	-0.227	-0.181
303.600	40.70	350.75	-2.987	4.026	23.753	30.743	54.70	-3234.06	1128.81	-1524.66	-31.98	48.51	2.12	-0.74	37.61	79.14	91.50	101.04	80.21	-0.227	-0.182
303.620	40.73	350.83	-2.974	4.032	23.746	30.757	54.77	-3280.78	1115.64	-1571.05	-23.13	40.99	2.09	-0.71	37.63	79.02	91.52	101.07	80.23	-0.228	-0.182
303.640	40.75	350.99	-2.981	4.024	23.744	30.764	54.77	-3321.54	1104.48	-1601.04	-30.11	40.27	2.07	-0.69	37.71	78.96	91.55	101.08	80.20	-0.228	-0.182
303.660	40.78	351.38	-2.986	4.024	23.738	30.751	54.63	-3341.53	1145.29	-1621.38	-34.63	35.42	2.06	-0.71	37.75	78.93	91.59	101.14	80.24	-0.228	-0.182
303.680	40.82	352.08	-2.977	4.030	23.735	30.722	54.70	-3341.33	1190.59	-1643.39	-27.53	31.76	2.03	-0.72	38.09	78.86	91.63	101.21	80.20	-0.227	-0.181
303.700	40.86	353.10	-2.974	4.026	23.734	30.661	54.56	-3309.88	1184.32	-1650.41	-18.31	37.99	2.01	-0.72	38.30	78.82	91.64	101.26	80.22	-0.226	-0.179
303.720	40.87	354.15	-2.984	4.029	23.739	30.577	54.70	-3278.64	1163.84	-1623.88	-14.26	48.81	2.02	-0.72	38.48	78.82	91.67	101.26	80.22	-0.224	-0.177
303.740	40.86	355.09	-2.984	4.020	23.739	30.489	54.63	-3234.99	1162.50	-1567.25	-22.55	59.71	2.06	-0.74	38.70	78.77	91.69	101.29	80.21	-0.221	-0.175
303.760	40.86	356.03	-2.984	4.049	23.732	30.405	54.63	-3218.29	1171.61	-1535.56	-34.48	59.45	2.10	-0.76	38.79	78.74	91.66	101.31	80.23	-0.219	-0.173
303.780	40.82	356.77	-2.980	4.029	23.735	30.314	54.63	-3268.83	1174.29	-1551.96	-36.30	45.12	2.11	-0.76	38.97	78.66	91.67	101.31	80.19	-0.217	-0.170
303.800	40.76	357.44	-2.977	4.026	23.732	30.213	54.63	-3320.56	1184.18	-1600.27	-27.65	39.83	2.08	-0.74	39.09	78.60	91.70	101.36	80.22	-0.215	-0.167
303.820	40.74	358.26	-2.984	4.023	23.732	30.133	54.70	-3322.22	1226.42	-1630.25	-28.33	45.92	2.04	-0.75	39.25	78.53	91.75	101.40	80.19	-0.212	-0.165
303.840	40.74	359.23	-2.977	4.027	23.731	30.048	54.63	-3307.16	1278.81	-1639.51	-33.62	41.87	2.02	-0.78	39.28	78.47	91.81	101.43	80.22	-0.210	-0.163
303.860	40.72	360.29	-2.975	4.026	23.732	29.943	54.70	-3267.84	1304.81	-1653.34	-24.76	36.63	1.98	-0.79	39.40	78.39	91.83	101.47	80.20	-0.207	-0.160
303.880	40.69	361.27	-2.988	4.026	23.734	29.845	54.63	-3209.32	1295.21	-1633.40	-16.58	46.40	1.96	-0.79	39.44	78.29	91.83	101.46	80.19	-0.205	-0.157
303.900	40.65	361.85	-2.980	4.021	23.733	29.766	54.63	-3177.21	1294.81	-1569.15	-22.94	60.76	2.02	-0.83	39.56	78.15	91.80	101.46	80.19	-0.203	-0.155
303.920	40.58	362.36	-2.980	4.021	23.735	29.673	54.70	-3173.75	1302.24	-1520.26	-35.90	62.45	2.09	-0.86	39.64	78.00	91.77	101.43	80.17	-0.200	-0.152
303.940	40.53	362.79	-2.978	4.026	23.728	29.597	54.70	-3197.46	1305.64	-1530.28	-38.74	54.14	2.09	-0.85	39.72	77.81	91.77	101.43	80.20	-0.198	-0.150
303.960	40.46	363.18	-2.983	4.016	23.728	29.517	54.70	-3224.74	1318.72	-1575.02	-30.31	50.36	2.05	-0.84	39.80	77.59	91.75	101.42	80.16	-0.196	-0.148
303.980	40.39	363.61	-2.981	4.023	23.721	29.435	54.70	-3236.85	1348.69	-1609.01	-31.97	47.79	2.01	-0.84	39.62	77.33	91.75	101.42	80.19	-0.194	-0.145
304.000	40.33	364.31	-2.983	4.021	23.721	29.331	54.77	-3232.72	1394.77	-1627.00	-38.57	43.40	1.99	-0.86	39.91	77.14	91.77	101.40	80.15	-0.191	-0.142
304.020	40.23	365.14	-2.980	4.024	23.720	29.190	54.63	-3203.08	1444.05	-1637.78	-33.24	44.03	1.96	-0.88	39.85	76.83	91.78	101.39	80.19	-0.187	-0.138
304.040	40.16	366.03	-2.978	4.027	23.718	29.071	54.70	-3158.81	1461.12	-1621.77	-22.68	48.52	1.95	-0.90	39.84	76.61	91.80	101.37	80.16	-0.184	-0.135
304.060	40.13	366.82	-2.980	4.026	23.716	28.989	54.63	-3122.96	1461.49	-1566.94	-22.68	58.17	1.99	-0.93	39.66	76.32	91.70	101.36	80.15	-0.182	-0.132
304.080	40.10	367.56	-2.978	4.020	23.715	28.904	54.77	-3101.21	1470.11	-1514.63	-34.15	66.35	2.05	-0.97	39.62	76.03	91.66	101.30	80.17	-0.180	-0.130
304.100	40.07	368.14	-2.981	4.032	23.705	28.841	54.63	-3115.69	1482.10	-1519.75	-37.85	60.58	2.05	-0.98	39.50	75.68	91.59	101.24	80.13	-0.178	-0.128
304.120	40.06	368.73	-2.980	4.027	23.698	28.785	54.83	-3136.68	1474.17	-1555.08	-38.22	51.91	2.02	-0.95	39.40	75.28	91.55	101.16	80.17	-0.177	-0.126
304.140	40.06	369.47	-2.981	4.023	23.693	28.727	54.70	-3137.01	1490.00	-1585.42	-42.80	54.01	1.98	-0.94	39.34	74.87	91.53	101.11	80.13	-0.175	-0.124
304.160	40.08	370.18	-2.978	4.030	23.689	28.689	54.70	-3137.28	1547.52	-1607.28	-44.81	48.92	1.95	-0.96	39.25	74.54	91.52	101.05	80.16	-0.174	-0.123
304.180	40.12	371.15	-2.980	4.024	23.687	28.644	54.77	-3118.16	1573.82	-1626.33	-40.73	41.84	1.92	-0.97	39.13	74.17	91.47	100.98	80.14	-0.173	-0.122
304.200	40.16	372.13	-2.978	4.032	23.681	28.595	54.63	-3073.40	1562.89	-1626.98	-31.14	50.62	1.89	-0.96	39.03	73.86	91.44	100.89	80.15	-0.172	-0.120
304.220	40.22	372.91	-2.984	4.023	23.685	28.578	54.77	-3055.88	1557.62	-1579.31	-29.96	62.16	1.93	-0.99	38.87	73.51	91.36	100.79	80.15	-0.171	-0.120
304.240	40.27	373.85	-2.981	4.027	23.678	28.543	54.77	-3071.40	1572.88	-1530.64	-36.47	62.91	2.01	-1.03	38.89	73.16	91.26	100.72	80.14	-0.170	-0.119
304.260	40.31	374.79	-2.977	4.029	23.672	28.494	54.70	-3094.65	1576.02	-1536.62	-40.21	61.14	2.01	-1.03	38.64	72.83	91.22	100.62	80.17	-0.169	-0.117
304.280	40.35	375.73	-2.983	4.021	23.668	28.453	54.70	-3126.27	1559.31	-1565.93	-44.30	54.50	2.00	-1.00	38.72	72.49	91.18	100.55	80.15	-0.168	-0.116
304.300	40.42	376.70	-2.972	4.027	23.657	28.432	54.77	-3139.28	1577.58	-1600.82	-45.61	48.62	1.96	-0.99	38.46	72.14	91.14	100.46	80.17	-0.168	-0.115
304.320	40.52	377.80	-2.980	4.023	23.660	28.418	54.70	-3123.69	1629.04	-1624.22	-45.39	48.40	1.92	-1.00	38.36	71.88	91.09	100.40	80.15	-0.167	-0.115
304.340	40.59	378.89	-2.983	4.024	23.653	28.381	54.63	-3095.72	1655.31	-1633.77	-42.68	46.19	1.89	-1.01	38.24	71.54	91.04	100.31	80.16	-0.167	-0.113
304.360	40.62	379.91	-2.981	4.027	23.655	28.331	54.70	-3049.99	1645.06	-1623.50	-31.58	48.67	1.88	-1.01	38.05	71.29	91.00	100.24	80.15	-0.165	-0.112
304.380	40.67	380.77	-2.984	4.020	23.654	28.300	54.77	-3019.36	1636.09	-1572.52	-29.49	61.02	1.92	-1.04	38.03	71.09	90.95	100.14	80.16	-0.164	-0.111
304.400	40.71	381.35	-2.986	4.026	23.647	28.285	54.90	-3008.90	1644.23	-1523.10	-38.92	65.41	1.98	-1.08	37.95	70.79	90.85	100.04	80.18	-0.164	-0.110
304.420	40.75	381.78	-2.981	4.024	23.645	28.280	54.97	-3021.03	1637.88	-1532.48	-42.30	60.76	1.97	-1.07	37.97	70.53	90.81	99.92	80.16	-0.164	-0.110
304.440	40.74	382.21	-2.981	4.021	23.636	28.238	55.04	-3048.80	1618.90	-1568.42	-43.01	56.00	1.94	-1.03	37.97	70.27	90.77	99.87	80.19	-0.163	-0.109
304.460	40.72	382.60	-2.981	4.027	23.631	28.200	55.10	-3072.47	1634.02	-1598.25	-47.03	52.31	1.92	-1.02	38.09	69.95	90.73	99.76	80.13	-0.162	-0.108
304.480	40.74	383.07	-2.983	4.021	23.630	28.181	55.04	-3056.18	1684.12	-1622.58	-48.12	49.48	1.88	-1.04	38.26	69.77	90.70	99.62	80.19	-0.161	-0.107
304.500	40.73	383.70	-2.974	4.023	23.628	28.126	54.97	-3019.16	1703.13	-1636.65	-42.31	46.66	1.84	-1.04	38.44	69.55	90.68	99.58	80.17	-0.160	-0.105
304.520	40.68	384.40	-2.986	4.026	23.631	28.042	55.04	-2981.73	1694.05	-1623.92	-34.16	51.53	1.84	-1.04	38.64	69.38	90.66	99.49	80.17	-0.157	-0.103
304.540	40.64	385.03	-2.978	4.023	23.626	27.964	55.10	-2943.42	1695.62	-1567.57	-37.48	63.85	1.88	-1.08	39.03	69.21	90.60	99.42	80.19	-0.155	-0.100
304.560	40.57	385.58	-2.986	4.024	23.622	27.880	55.24	-2923.35	1719.86	-1529.57	-43.50	67.85	1.91	-1.12	39.01	69.01	90.59	99.31	80.17	-0.153	-0.098
304.580	40.52	386.04	-2.983	4.026	23.616	27.811	55.24	-2946.75	1731.37	-1545.94	-44.96	57.62	1.91	-1.12	39.28	68.78	90.52	99.21	80.19	-0.151	-0.095
304.600	40.45	386.43	-2.981	4.024	23.612	27.735	55.17	-2971.37	1728.04	-1579.00	-48.51	49.97	1.88	-1.09	39.09	68.53	90.52	99.10	80.16	-0.149	-0.093
304.620	40.38	387.10	-2.981	4.018	23.611	27.639	55.31	-2965.51	1764.55	-1607.76	-51.96	48.44	1.84	-1.10	39.27	68.32	90.51	99.01	80.21	-0.146	-0.090
304.640	40.32	387.76	-2.983	4.023	23.608	27.547	55.24	-2923.59	1823.79	-1625.36	-52.67	43.21	1.80	-1.12	39.46	68.12	90.49	98.94	80.18	-0.143	-0.087
304.660	40.24	388.51	-2.986	4.029	23.603	27.440	55.31	-2846.21	1847.12	-1632.48	-44.16	40.78	1.74	-1.13	39.48	67.88	90.49	98.85	80.20	-0.140	-0.083
304.680	40.18	389.01	-2.981	4.029	23.603	27.363	55.37	-2772.87	1837.59	-1613.59	-34.32	51.24	1.72	-1.14	39.66	67.69	90.44	98.72	80.19	-0.137	-0.081
304.700	40.13	389.48	-2.975	4.029	23.601	27.302	55.44	-2726.91	1842.14	-1552.14	-41.36	61.21	1.76	-1.19	39.62	67.40	90.37	98.63	80.19	-0.136	-0.078
304.720	40.09	389.68	-2.975	4.026	23.596	27.257	55.44	-2734.14	1861.69	-1525.94	-48.30	58.00	1.79	-1.22	39.68	67.12	90.33	98.46	80.20	-0.134	-0.077
304.740	40.04	389.76	-2.981	4.024	23.594	27.216	55.31	-2764.75	1858.66	-1551.01	-47.11	51.70	1.78	-1.20	39.68	66.83	90.27	98.37	80.18	-0.133	-0.076
304.760	40.00	390.07	-2.978	4.027	23.584	27.172	55.37	-2770.88	1848.58	-1587.98	-51.58	48.70	1.74	-1.16	39.80	66.54	90.24	98.24	80.22	-0.132	-0.074
304.780	40.02	390.69	-2.986	4.023	23.581	27.141	55.44	-2754.26	1888.11	-1620.52	-53.80	42.04	1.70	-1.17	39.82	66.25	90.16	98.16	80.17	-0.131	-0.073
304.800	40.04	391.48	-2.983	4.023	23.583	27.100	55.37	-2693.70	1931.10	-1643.18	-51.34	36.90	1.64	-1.18	39.82	66.00	90.11	98.05	80.20	-0.130	-0.072
304.820	40.06	392.18	-2.977	4.029	23.580	27.064	55.44	-2632.12	1934.52	-1642.02	-42.96	39.70	1.60	-1.18	39.85	65.71	90.05	97.95	80.19	-0.129	-0.070
304.840	40.11	392.92	-2.980	4.033	23.577	27.047	55.51	-2612.56	1920.46	-1607.46	-38.33	47.39	1.63	-1.19	39.76	65.50	89.97	97.81	80.21	-0.128	-0.070
304.860	40.14	393.63	-2.983	4.023	23.581	27.018	55.44	-2609.93	1929.67	-1551.43	-46.22	56.01	1.68	-1.24	39.66	65.21	89.88	97.71	80.20	-0.127	-0.069
304.880	40.16	394.41	-2.983	4.026	23.574	26.980	55.37	-2613.23	1958.12	-1533.93	-52.22	54.38	1.70	-1.28	39.58	64.95	89.83	97.56	80.19	-0.126	-0.067
304.900	40.21	395.27	-2.981	4.021	23.573	26.952	55.37	-2617.34	1954.51	-1571.16	-48.56	45.46	1.67	-1.24	39.50	64.67	89.75	97.45	80.21	-0.125	-0.066
304.920	40.26	396.17	-2.975	4.027	23.570	26.929	55.44	-2600.38	1940.26	-1618.87	-52.14	42.40	1.61	-1.20	39.38	64.38	89.70	97.29	80.17	-0.125	-0.066
304.940	40.30	397.22	-2.981	4.027	23.572	26.879	55.51	-2573.66	1965.59	-1638.83	-59.40	34.36	1.57	-1.20	39.34	64.14	89.66	97.20	80.22	-0.123	-0.064
304.960	40.36	398.20	-2.977	4.026	23.568	26.853	55.64	-2531.34	2007.33	-1649.26	-48.43	26.17	1.53	-1.22	39.19	63.91	89.64	97.08	80.18	-0.122	-0.063
304.980	40.40	399.10	-2.983	4.024	23.571	26.821	55.64	-2488.18	2003.66	-1633.48	-37.89	35.25	1.52	-1.23	39.15	63.72	89.56	96.95	80.22	-0.121	-0.062
305.000	40.41	399.84	-2.980	4.027	23.566	26.780	55.78	-2455.38	1979.84	-1581.89	-43.80	48.17	1.55	-1.25	38.93	63.49	89.50	96.82	80.20	-0.120	-0.060
305.020	40.42	400.66	-2.983	4.020	23.570	26.731	55.64	-2460.00	1982.15	-1547.52	-53.95	49.89	1.59	-1.28	38.72	63.30	89.44	96.71	80.19	-0.118	-0.059
305.040	40.44	401.33	-2.980	4.018	23.568	26.700	55.71	-2480.75	2009.82	-1556.07	-53.39	42.96	1.59	-1.29	38.68	63.09	89.37	96.58	80.22	-0.117	-0.058
305.060	40.45	402.15	-2.986	4.023	23.567	26.648	55.71	-2479.43	2007.32	-1610.11	-48.64	33.94	1.54	-1.25	38.48	62.90	89.26	96.43	80.18	-0.116	-0.056
305.080	40.45	402.97	-2.984	4.027	23.564	26.594	55.84	-2430.77	1991.46	-1665.84	-51.73	28.82	1.46	-1.20	38.13	62.71	89.25	96.34	80.22	-0.114	-0.054
305.100	40.44	403.75	-2.984	4.027	23.566	26.539	55.84	-2364.84	2005.31	-1689.54	-53.22	25.24	1.40	-1.19	38.26	62.61	89.23	96.21	80.19	-0.112	-0.052
